intratherm_id,extractor,ref,original_compilation,genus_species,population_id,acclim_temp,latitude,longitude,coordinates_source,genus_from_study,species_from_study,location_description,realm_general3,acclim_time,parameter_value,parameter_tmax_or_tmin,error_estimate,error_type,sample_size,metric_type,metric_description,ramping_rate,ramping_to_reach_st,duration_of_chronic_exposure,temp_before_pretreament_held_or_ff_for_field_fresh,timing_of_collection,elevation_of_collection,life_stage.x,phylum.x,class.x,order.x,family.x,realm_specific,realm_general,notes.x,n_cat,record_number,record,acclim_time_life_120,log_acclim_time,safety,log_elevation,elev_min,iucn_2104risk,rate_acclimation_c_day,weight_g,realm_general2,acclim_time_original,acclim_time_units,trophic_position,source_logic_for_trophic_position,dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering,logic_source_for_dispersal_type,cold_season_dormancy,source_logic_for_cold_season_dormancy,highland_specialist,source_logic_for_highland_specialist,no_acclimation,genus,species,class,order,family,life_stage,age_maturity_days_female,age_maturity_days_female_reference,age_maturity_days_male,age_maturity_days_male_reference,age_maturity.days_unknown_sex,dispersal_distance_category,logic_source_for_dispersal_distance,dispersal_distance2_category,logic_source_for_dispersal_distance2,maximum_body_size_svl_hbl_cm,source_for_maximum_body_size,average_body_size_female,average_body_size_female_reference,average_body_size_male,average_body_size_male_reference,average_body_size_unknown_sex,season_inactive,logic_source_for_season_inactive,migratory,source_logic_for_migration_info,season_when_away_10km...migratory.only.,season_when_away_100km...migratory.only.,logic_source_season_when_away,data_gatherer,Home.range.size_Km2,logic.source_for_Home.range.size,lifespan_days,lifespan_days_reference,Notes
1265,Nikki,Llewelyn_et_al_2018,NA,Lampropholis coggeri,Lampropholis coggeri_-19.359822,21-45,-19.359822,146.479397,,Lampropholis,coggeri,"Hervey Range, Queensland, Australia",terrestrial,NA,38.92,tmax,0.03,SE,128,critical,upper_critical_limit,1,NA,NA,held,spring - summer - winter,NA,adult,Chordata,Reptilia,Squamata,Scincidae,rainforest,terrestrial,F1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lampropholis,coggeri,Reptilia,Squamata,Scincidae,adult,unk,NA,unk,NA,NA,unk,NA,NA,NA,4.5,45mm SVL (https://doi.org/10.1111/oik.03933),NA,NA,NA,NA,NA,unk,NA,unk,NA,NA,NA,NA,Nikki,unk,NA,1095,3 years max (https://doi.org/10.1111/ddi.12466),NA
1266,Nikki,Llewelyn_et_al_2018,NA,Lampropholis coggeri,Lampropholis coggeri_-19.020205,21-45,-19.020205,146.150026,,Lampropholis,coggeri,"Paluma, Queensland, Australia",terrestrial,NA,10.45,tmin,0.11,SE,138,critical,lower_critical_limit,1,NA,NA,held,spring - summer - winter,NA,adult,Chordata,Reptilia,Squamata,Scincidae,rainforest,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lampropholis,coggeri,Reptilia,Squamata,Scincidae,adult,unk,NA,unk,NA,NA,unk,NA,NA,NA,4.5,45mm SVL (https://doi.org/10.1111/oik.03933),NA,NA,NA,NA,NA,unk,NA,unk,NA,NA,NA,NA,Nikki,unk,NA,1095,3 years max (https://doi.org/10.1111/ddi.12466),NA
1267,Nikki,Llewelyn_et_al_2018,NA,Lampropholis coggeri,Lampropholis coggeri_-19.020205,21-45,-19.020205,146.150026,,Lampropholis,coggeri,"Paluma, Queensland, Australia",terrestrial,240,12.57,tmin,0.03,SE,138,critical,lower_critical_limit,1,NA,NA,held,spring - summer - winter,NA,adult,Chordata,Reptilia,Squamata,Scincidae,rainforest,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lampropholis,coggeri,Reptilia,Squamata,Scincidae,adult,unk,NA,unk,NA,NA,unk,NA,NA,NA,4.5,45mm SVL (https://doi.org/10.1111/oik.03933),NA,NA,NA,NA,NA,unk,NA,unk,NA,NA,NA,NA,Nikki,unk,NA,1095,3 years max (https://doi.org/10.1111/ddi.12466),NA
1268,Nikki,Llewelyn_et_al_2018,NA,Lampropholis coggeri,Lampropholis coggeri_-19.020205,21-45,-19.020205,146.150026,,Lampropholis,coggeri,"Paluma, Queensland, Australia",terrestrial,NA,39.67,tmax,0.08,SE,138,critical,upper_critical_limit,1,NA,NA,held,spring - summer - winter,NA,adult,Chordata,Reptilia,Squamata,Scincidae,rainforest,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lampropholis,coggeri,Reptilia,Squamata,Scincidae,adult,unk,NA,unk,NA,NA,unk,NA,NA,NA,4.5,45mm SVL (https://doi.org/10.1111/oik.03933),NA,NA,NA,NA,NA,unk,NA,unk,NA,NA,NA,NA,Nikki,unk,NA,1095,3 years max (https://doi.org/10.1111/ddi.12466),NA
1269,Nikki,Llewelyn_et_al_2018,NA,Lampropholis coggeri,Lampropholis coggeri_-19.020205,21-45,-19.020205,146.150026,,Lampropholis,coggeri,"Paluma, Queensland, Australia",terrestrial,240,39.02,tmax,0.03,SE,138,critical,upper_critical_limit,1,NA,NA,held,spring - summer - winter,NA,adult,Chordata,Reptilia,Squamata,Scincidae,rainforest,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lampropholis,coggeri,Reptilia,Squamata,Scincidae,adult,unk,NA,unk,NA,NA,unk,NA,NA,NA,4.5,45mm SVL (https://doi.org/10.1111/oik.03933),NA,NA,NA,NA,NA,unk,NA,unk,NA,NA,NA,NA,Nikki,unk,NA,1095,3 years max (https://doi.org/10.1111/ddi.12466),NA
1270,Nikki,Llewelyn_et_al_2018,NA,Lampropholis coggeri,Lampropholis coggeri_-19.020205,21-45,-19.020205,146.150026,,Lampropholis,coggeri,"Paluma, Queensland, Australia",terrestrial,NA,13.12,tmin,0.07,SE,138,critical,lower_critical_limit,1,NA,NA,held,spring - summer - winter,NA,juvenile,Chordata,Reptilia,Squamata,Scincidae,rainforest,terrestrial,F1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lampropholis,coggeri,Reptilia,Squamata,Scincidae,adult,unk,NA,unk,NA,NA,unk,NA,NA,NA,4.5,45mm SVL (https://doi.org/10.1111/oik.03933),NA,NA,NA,NA,NA,unk,NA,unk,NA,NA,NA,NA,Nikki,unk,NA,1095,3 years max (https://doi.org/10.1111/ddi.12466),NA
1271,Nikki,Llewelyn_et_al_2018,NA,Lampropholis coggeri,Lampropholis coggeri_-19.020205,21-45,-19.020205,146.150026,,Lampropholis,coggeri,"Paluma, Queensland, Australia",terrestrial,NA,13.12,tmin,0.04,SE,138,critical,lower_critical_limit,1,NA,NA,held,spring - summer - winter,NA,juvenile,Chordata,Reptilia,Squamata,Scincidae,rainforest,terrestrial,F1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lampropholis,coggeri,Reptilia,Squamata,Scincidae,adult,unk,NA,unk,NA,NA,unk,NA,NA,NA,4.5,45mm SVL (https://doi.org/10.1111/oik.03933),NA,NA,NA,NA,NA,unk,NA,unk,NA,NA,NA,NA,Nikki,unk,NA,1095,3 years max (https://doi.org/10.1111/ddi.12466),NA
1272,Nikki,Llewelyn_et_al_2018,NA,Lampropholis coggeri,Lampropholis coggeri_-19.020205,21-45,-19.020205,146.150026,,Lampropholis,coggeri,"Paluma, Queensland, Australia",terrestrial,NA,12.47,tmin,0.06,SE,138,critical,lower_critical_limit,1,NA,NA,held,spring - summer - winter,NA,adult,Chordata,Reptilia,Squamata,Scincidae,rainforest,terrestrial,F1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lampropholis,coggeri,Reptilia,Squamata,Scincidae,adult,unk,NA,unk,NA,NA,unk,NA,NA,NA,4.5,45mm SVL (https://doi.org/10.1111/oik.03933),NA,NA,NA,NA,NA,unk,NA,unk,NA,NA,NA,NA,Nikki,unk,NA,1095,3 years max (https://doi.org/10.1111/ddi.12466),NA
1273,Nikki,Llewelyn_et_al_2018,NA,Lampropholis coggeri,Lampropholis coggeri_-19.020205,21-45,-19.020205,146.150026,,Lampropholis,coggeri,"Paluma, Queensland, Australia",terrestrial,NA,12.6,tmin,0.03,SE,138,critical,lower_critical_limit,1,NA,NA,held,spring - summer - winter,NA,adult,Chordata,Reptilia,Squamata,Scincidae,rainforest,terrestrial,F1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lampropholis,coggeri,Reptilia,Squamata,Scincidae,adult,unk,NA,unk,NA,NA,unk,NA,NA,NA,4.5,45mm SVL (https://doi.org/10.1111/oik.03933),NA,NA,NA,NA,NA,unk,NA,unk,NA,NA,NA,NA,Nikki,unk,NA,1095,3 years max (https://doi.org/10.1111/ddi.12466),NA
1274,NA,Burrows & Butler 2012,Comte,Lates calcarifer,Lates calcarifer_-12.83,28,-12.83,132.86,,Lates,calcarifer,Northern Australia,Aquatic,14,41.1,tmax,0.5,SD,15,critical,LOE,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,Centropomidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lates,calcarifer,Actinopterygii,Perciformes,Centropomidae,NA,730,2-8 years+ hermaphrodite with male turning into female after 3-8 years+ few females develop directly from larvae (https://animaldiversity.org/accounts/Lates_calcarifer/) + fishbase,730,3-5 years but then may become female (https://animaldiversity.org/accounts/Lates_calcarifer/),NA,10-100,"MOVEMENT: juveniles dispersed 23km average into streams after being resident in creeks  (https://doi.org/10.1071/MF9880117) LARVAE: ""larvae+ although pelagic+ develop rapidly and exhibit active migration"" not passive (https://doi.org/10.1046/j.1365-2540.1998.00292.x ) MIGRATION: migration distance of 622km max (https://doi.org/10.1071/MF9820671)",NA,NA,200,TL male/unsexed -fishbase,NA,NA,NA,NA,NA,none,no dormancy reported,migratory,IUCN Red List,October/Novermber/December/January/February,October/Novermber/December/January/February,DISTANCE: 622km max (https://doi.org/10.1071/MF9820671) TIMING: catadromous+ migrate to mouths of rivers and etuaries to breed from October-February (https://animaldiversity.org/accounts/Lates_calcarifer/),Nikki,unk,NA,7300,20 years+ not clear if maximum/average (https://doi.org/10.1071/MF08283),hermaphroditic - male changes to female over a week after 5+ 3-5 or 6-8 years (https://animaldiversity.org/accounts/Lates_calcarifer/)
1275,NA,Burrows & Butler 2012,Comte,Lates calcarifer,Lates calcarifer_-12.83,28,-12.83,132.86,,Lates,calcarifer,Northern Australia,Aquatic,14,40.9,tmax,0.5,SD,15,critical,LOE,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,Centropomidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lates,calcarifer,Actinopterygii,Perciformes,Centropomidae,NA,730,2-8 years+ hermaphrodite with male turning into female after 3-8 years+ few females develop directly from larvae (https://animaldiversity.org/accounts/Lates_calcarifer/) + fishbase,730,3-5 years but then may become female (https://animaldiversity.org/accounts/Lates_calcarifer/),NA,10-100,"MOVEMENT: juveniles dispersed 23km average into streams after being resident in creeks  (https://doi.org/10.1071/MF9880117) LARVAE: ""larvae+ although pelagic+ develop rapidly and exhibit active migration"" not passive (https://doi.org/10.1046/j.1365-2540.1998.00292.x ) MIGRATION: migration distance of 622km max (https://doi.org/10.1071/MF9820671)",NA,NA,200,TL male/unsexed -fishbase,NA,NA,NA,NA,NA,none,no dormancy reported,migratory,IUCN Red List,October/Novermber/December/January/February,October/Novermber/December/January/February,DISTANCE: 622km max (https://doi.org/10.1071/MF9820671) TIMING: catadromous+ migrate to mouths of rivers and etuaries to breed from October-February (https://animaldiversity.org/accounts/Lates_calcarifer/),Nikki,unk,NA,7300,20 years+ not clear if maximum/average (https://doi.org/10.1071/MF08283),hermaphroditic - male changes to female over a week after 5+ 3-5 or 6-8 years (https://animaldiversity.org/accounts/Lates_calcarifer/)
1276,NA,Burrows & Butler 2012,Comte,Lates calcarifer,Lates calcarifer_-12.83,28,-12.83,132.86,,Lates,calcarifer,Northern Australia,Aquatic,14,39.9,tmax,0.3,SD,13,critical,LOE,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,Centropomidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lates,calcarifer,Actinopterygii,Perciformes,Centropomidae,NA,730,2-8 years+ hermaphrodite with male turning into female after 3-8 years+ few females develop directly from larvae (https://animaldiversity.org/accounts/Lates_calcarifer/) + fishbase,730,3-5 years but then may become female (https://animaldiversity.org/accounts/Lates_calcarifer/),NA,10-100,"MOVEMENT: juveniles dispersed 23km average into streams after being resident in creeks  (https://doi.org/10.1071/MF9880117) LARVAE: ""larvae+ although pelagic+ develop rapidly and exhibit active migration"" not passive (https://doi.org/10.1046/j.1365-2540.1998.00292.x ) MIGRATION: migration distance of 622km max (https://doi.org/10.1071/MF9820671)",NA,NA,200,TL male/unsexed -fishbase,NA,NA,NA,NA,NA,none,no dormancy reported,migratory,IUCN Red List,October/Novermber/December/January/February,October/Novermber/December/January/February,DISTANCE: 622km max (https://doi.org/10.1071/MF9820671) TIMING: catadromous+ migrate to mouths of rivers and etuaries to breed from October-February (https://animaldiversity.org/accounts/Lates_calcarifer/),Nikki,unk,NA,7300,20 years+ not clear if maximum/average (https://doi.org/10.1071/MF08283),hermaphroditic - male changes to female over a week after 5+ 3-5 or 6-8 years (https://animaldiversity.org/accounts/Lates_calcarifer/)
1277,NA,Burrows & Butler 2012,Comte,Lates calcarifer,Lates calcarifer_-12.83,28,-12.83,132.86,,Lates,calcarifer,Northern Australia,Aquatic,NA,41.2,tmax,0.5,SD,3,critical,LOE,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,Centropomidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lates,calcarifer,Actinopterygii,Perciformes,Centropomidae,NA,730,2-8 years+ hermaphrodite with male turning into female after 3-8 years+ few females develop directly from larvae (https://animaldiversity.org/accounts/Lates_calcarifer/) + fishbase,730,3-5 years but then may become female (https://animaldiversity.org/accounts/Lates_calcarifer/),NA,10-100,"MOVEMENT: juveniles dispersed 23km average into streams after being resident in creeks  (https://doi.org/10.1071/MF9880117) LARVAE: ""larvae+ although pelagic+ develop rapidly and exhibit active migration"" not passive (https://doi.org/10.1046/j.1365-2540.1998.00292.x ) MIGRATION: migration distance of 622km max (https://doi.org/10.1071/MF9820671)",NA,NA,200,TL male/unsexed -fishbase,NA,NA,NA,NA,NA,none,no dormancy reported,migratory,IUCN Red List,October/Novermber/December/January/February,October/Novermber/December/January/February,DISTANCE: 622km max (https://doi.org/10.1071/MF9820671) TIMING: catadromous+ migrate to mouths of rivers and etuaries to breed from October-February (https://animaldiversity.org/accounts/Lates_calcarifer/),Nikki,unk,NA,7300,20 years+ not clear if maximum/average (https://doi.org/10.1071/MF08283),hermaphroditic - male changes to female over a week after 5+ 3-5 or 6-8 years (https://animaldiversity.org/accounts/Lates_calcarifer/)
1278,NA,Burrows & Butler 2012,Comte,Lates calcarifer,Lates calcarifer_-12.83,28,-12.83,132.86,,Lates,calcarifer,Northern Australia,Aquatic,NA,39.2,tmax,0.5,SD,3,critical,LOE,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,Centropomidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lates,calcarifer,Actinopterygii,Perciformes,Centropomidae,NA,730,2-8 years+ hermaphrodite with male turning into female after 3-8 years+ few females develop directly from larvae (https://animaldiversity.org/accounts/Lates_calcarifer/) + fishbase,730,3-5 years but then may become female (https://animaldiversity.org/accounts/Lates_calcarifer/),NA,10-100,"MOVEMENT: juveniles dispersed 23km average into streams after being resident in creeks  (https://doi.org/10.1071/MF9880117) LARVAE: ""larvae+ although pelagic+ develop rapidly and exhibit active migration"" not passive (https://doi.org/10.1046/j.1365-2540.1998.00292.x ) MIGRATION: migration distance of 622km max (https://doi.org/10.1071/MF9820671)",NA,NA,200,TL male/unsexed -fishbase,NA,NA,NA,NA,NA,none,no dormancy reported,migratory,IUCN Red List,October/Novermber/December/January/February,October/Novermber/December/January/February,DISTANCE: 622km max (https://doi.org/10.1071/MF9820671) TIMING: catadromous+ migrate to mouths of rivers and etuaries to breed from October-February (https://animaldiversity.org/accounts/Lates_calcarifer/),Nikki,unk,NA,7300,20 years+ not clear if maximum/average (https://doi.org/10.1071/MF08283),hermaphroditic - male changes to female over a week after 5+ 3-5 or 6-8 years (https://animaldiversity.org/accounts/Lates_calcarifer/)
1279,NA,Burrows & Butler 2012,Comte,Lates calcarifer,Lates calcarifer_-12.83,20,-12.83,132.86,,Lates,calcarifer,Northern Australia,Aquatic,14,38.4,tmax,1.2,SD,12,critical,LOE,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,Centropomidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lates,calcarifer,Actinopterygii,Perciformes,Centropomidae,NA,730,2-8 years+ hermaphrodite with male turning into female after 3-8 years+ few females develop directly from larvae (https://animaldiversity.org/accounts/Lates_calcarifer/) + fishbase,730,3-5 years but then may become female (https://animaldiversity.org/accounts/Lates_calcarifer/),NA,10-100,"MOVEMENT: juveniles dispersed 23km average into streams after being resident in creeks  (https://doi.org/10.1071/MF9880117) LARVAE: ""larvae+ although pelagic+ develop rapidly and exhibit active migration"" not passive (https://doi.org/10.1046/j.1365-2540.1998.00292.x ) MIGRATION: migration distance of 622km max (https://doi.org/10.1071/MF9820671)",NA,NA,200,TL male/unsexed -fishbase,NA,NA,NA,NA,NA,none,no dormancy reported,migratory,IUCN Red List,October/Novermber/December/January/February,October/Novermber/December/January/February,DISTANCE: 622km max (https://doi.org/10.1071/MF9820671) TIMING: catadromous+ migrate to mouths of rivers and etuaries to breed from October-February (https://animaldiversity.org/accounts/Lates_calcarifer/),Nikki,unk,NA,7300,20 years+ not clear if maximum/average (https://doi.org/10.1071/MF08283),hermaphroditic - male changes to female over a week after 5+ 3-5 or 6-8 years (https://animaldiversity.org/accounts/Lates_calcarifer/)
1280,NA,Burrows & Butler 2012,Comte,Lates calcarifer,Lates calcarifer_-12.83,20,-12.83,132.86,,Lates,calcarifer,Northern Australia,Aquatic,14,35.2,tmax,0.9,SD,12,critical,LOE,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,Centropomidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lates,calcarifer,Actinopterygii,Perciformes,Centropomidae,NA,730,2-8 years+ hermaphrodite with male turning into female after 3-8 years+ few females develop directly from larvae (https://animaldiversity.org/accounts/Lates_calcarifer/) + fishbase,730,3-5 years but then may become female (https://animaldiversity.org/accounts/Lates_calcarifer/),NA,10-100,"MOVEMENT: juveniles dispersed 23km average into streams after being resident in creeks  (https://doi.org/10.1071/MF9880117) LARVAE: ""larvae+ although pelagic+ develop rapidly and exhibit active migration"" not passive (https://doi.org/10.1046/j.1365-2540.1998.00292.x ) MIGRATION: migration distance of 622km max (https://doi.org/10.1071/MF9820671)",NA,NA,200,TL male/unsexed -fishbase,NA,NA,NA,NA,NA,none,no dormancy reported,migratory,IUCN Red List,October/Novermber/December/January/February,October/Novermber/December/January/February,DISTANCE: 622km max (https://doi.org/10.1071/MF9820671) TIMING: catadromous+ migrate to mouths of rivers and etuaries to breed from October-February (https://animaldiversity.org/accounts/Lates_calcarifer/),Nikki,unk,NA,7300,20 years+ not clear if maximum/average (https://doi.org/10.1071/MF08283),hermaphroditic - male changes to female over a week after 5+ 3-5 or 6-8 years (https://animaldiversity.org/accounts/Lates_calcarifer/)
1281,NA,Burrows & Butler 2012,Comte,Lates calcarifer,Lates calcarifer_-12.83,20,-12.83,132.86,,Lates,calcarifer,Northern Australia,Aquatic,14,35.5,tmax,1.3,SD,4,critical,LOE,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,Centropomidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lates,calcarifer,Actinopterygii,Perciformes,Centropomidae,NA,730,2-8 years+ hermaphrodite with male turning into female after 3-8 years+ few females develop directly from larvae (https://animaldiversity.org/accounts/Lates_calcarifer/) + fishbase,730,3-5 years but then may become female (https://animaldiversity.org/accounts/Lates_calcarifer/),NA,10-100,"MOVEMENT: juveniles dispersed 23km average into streams after being resident in creeks  (https://doi.org/10.1071/MF9880117) LARVAE: ""larvae+ although pelagic+ develop rapidly and exhibit active migration"" not passive (https://doi.org/10.1046/j.1365-2540.1998.00292.x ) MIGRATION: migration distance of 622km max (https://doi.org/10.1071/MF9820671)",NA,NA,200,TL male/unsexed -fishbase,NA,NA,NA,NA,NA,none,no dormancy reported,migratory,IUCN Red List,October/Novermber/December/January/February,October/Novermber/December/January/February,DISTANCE: 622km max (https://doi.org/10.1071/MF9820671) TIMING: catadromous+ migrate to mouths of rivers and etuaries to breed from October-February (https://animaldiversity.org/accounts/Lates_calcarifer/),Nikki,unk,NA,7300,20 years+ not clear if maximum/average (https://doi.org/10.1071/MF08283),hermaphroditic - male changes to female over a week after 5+ 3-5 or 6-8 years (https://animaldiversity.org/accounts/Lates_calcarifer/)
1282,NA,Rajaguru 2002,Comte,Lates calcarifer,Lates calcarifer_11.49,28,11.49,79.76,,Lates,calcarifer,Vellar Brackish Tamil Nadu India,Aquatic,NA,39.5,tmax,0.19,SD,10,lethal,death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Centropomidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lates,calcarifer,Actinopterygii,Perciformes,Centropomidae,NA,730,2-8 years+ hermaphrodite with male turning into female after 3-8 years+ few females develop directly from larvae (https://animaldiversity.org/accounts/Lates_calcarifer/) + fishbase,730,3-5 years but then may become female (https://animaldiversity.org/accounts/Lates_calcarifer/),NA,10-100,"MOVEMENT: juveniles dispersed 23km average into streams after being resident in creeks  (https://doi.org/10.1071/MF9880117) LARVAE: ""larvae+ although pelagic+ develop rapidly and exhibit active migration"" not passive (https://doi.org/10.1046/j.1365-2540.1998.00292.x ) MIGRATION: migration distance of 622km max (https://doi.org/10.1071/MF9820671)",NA,NA,200,TL male/unsexed -fishbase,NA,NA,NA,NA,NA,none,no dormancy reported,migratory,IUCN Red List,October/Novermber/December/January/February,October/Novermber/December/January/February,DISTANCE: 622km max (https://doi.org/10.1071/MF9820671) TIMING: catadromous+ migrate to mouths of rivers and etuaries to breed from October-February (https://animaldiversity.org/accounts/Lates_calcarifer/),Nikki,unk,NA,7300,20 years+ not clear if maximum/average (https://doi.org/10.1071/MF08283),hermaphroditic - male changes to female over a week after 5+ 3-5 or 6-8 years (https://animaldiversity.org/accounts/Lates_calcarifer/)
1283,NA,Rajaguru 2002,Comte,Lates calcarifer,Lates calcarifer_11.49,28,11.49,79.76,,Lates,calcarifer,Vellar Brackish Tamil Nadu India,Aquatic,NA,43.5,tmax,NA,SD,10,critical,LOE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Centropomidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lates,calcarifer,Actinopterygii,Perciformes,Centropomidae,NA,730,2-8 years+ hermaphrodite with male turning into female after 3-8 years+ few females develop directly from larvae (https://animaldiversity.org/accounts/Lates_calcarifer/) + fishbase,730,3-5 years but then may become female (https://animaldiversity.org/accounts/Lates_calcarifer/),NA,10-100,"MOVEMENT: juveniles dispersed 23km average into streams after being resident in creeks  (https://doi.org/10.1071/MF9880117) LARVAE: ""larvae+ although pelagic+ develop rapidly and exhibit active migration"" not passive (https://doi.org/10.1046/j.1365-2540.1998.00292.x ) MIGRATION: migration distance of 622km max (https://doi.org/10.1071/MF9820671)",NA,NA,200,TL male/unsexed -fishbase,NA,NA,NA,NA,NA,none,no dormancy reported,migratory,IUCN Red List,October/Novermber/December/January/February,October/Novermber/December/January/February,DISTANCE: 622km max (https://doi.org/10.1071/MF9820671) TIMING: catadromous+ migrate to mouths of rivers and etuaries to breed from October-February (https://animaldiversity.org/accounts/Lates_calcarifer/),Nikki,unk,NA,7300,20 years+ not clear if maximum/average (https://doi.org/10.1071/MF08283),hermaphroditic - male changes to female over a week after 5+ 3-5 or 6-8 years (https://animaldiversity.org/accounts/Lates_calcarifer/)
1284,NA,Rajaguru 2002,Comte,Lates calcarifer,Lates calcarifer_11.49,28,11.49,79.76,,Lates,calcarifer,Vellar Brackish Tamil Nadu India,Aquatic,NA,44.5,tmax,NA,SD,10,critical,OS,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Centropomidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lates,calcarifer,Actinopterygii,Perciformes,Centropomidae,NA,730,2-8 years+ hermaphrodite with male turning into female after 3-8 years+ few females develop directly from larvae (https://animaldiversity.org/accounts/Lates_calcarifer/) + fishbase,730,3-5 years but then may become female (https://animaldiversity.org/accounts/Lates_calcarifer/),NA,10-100,"MOVEMENT: juveniles dispersed 23km average into streams after being resident in creeks  (https://doi.org/10.1071/MF9880117) LARVAE: ""larvae+ although pelagic+ develop rapidly and exhibit active migration"" not passive (https://doi.org/10.1046/j.1365-2540.1998.00292.x ) MIGRATION: migration distance of 622km max (https://doi.org/10.1071/MF9820671)",NA,NA,200,TL male/unsexed -fishbase,NA,NA,NA,NA,NA,none,no dormancy reported,migratory,IUCN Red List,October/Novermber/December/January/February,October/Novermber/December/January/February,DISTANCE: 622km max (https://doi.org/10.1071/MF9820671) TIMING: catadromous+ migrate to mouths of rivers and etuaries to breed from October-February (https://animaldiversity.org/accounts/Lates_calcarifer/),Nikki,unk,NA,7300,20 years+ not clear if maximum/average (https://doi.org/10.1071/MF08283),hermaphroditic - male changes to female over a week after 5+ 3-5 or 6-8 years (https://animaldiversity.org/accounts/Lates_calcarifer/)
