"intratherm_id","genus_species","phylum","class","order","family","extractor","ref","original_compilation","population_id","acclim_temp","latitude","longitude","coordinates_source","genus_from_study","species_from_study","location_description","acclim_time","parameter_value","parameter_tmax_or_tmin","error_estimate","error_type","sample_size","metric_type","metric_description","ramping_rate","ramping_to_reach_st","duration_of_chronic_exposure","temp_before_pretreament_held_or_ff_for_field_fresh","timing_of_collection","elevation_of_collection","life_stage.x","notes.x","record_number","record","realm_general2","acclim_time_original","acclim_time_units","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering","logic_source_for_dispersal_distance2","Notes","genus","species","age_maturity_days_female","age_maturity_days_female_reference","age_maturity_days_male","age_maturity_days_male_reference","age_maturity.days_unknown_sex","dispersal_distance_category","logic_source_for_dispersal_distance","maximum_body_size_svl_hbl_cm","source_for_maximum_body_size","average_body_size_female","average_body_size_female_reference","average_body_size_male","average_body_size_male_reference","average_body_size_unknown_sex","season_inactive","logic_source_for_season_inactive","migratory","source_logic_for_migration_info","season_when_away_10km","season_when_away_100km","logic_source_season_when_away","Home.range.size_Km2","logic.source_for_Home.range.size","data_gatherer","lifespan_days","lifespan_days_reference","is.nocturnal","is.nocturnal_source","mean_yearly_max_temp","experienced_mean_yearly_max_temp"
2846,"Squalius cephalus","Chordata","Actinopterygii","Cypriniformes","Cyprinidae",NA,"Horoszewicz 1973","Comte","Squalius cephalus_52.29_NA_18.24",25.7,52.29,18.24,"","Squalius","cephalus","Goslawskie Lake Poland",NA,37.9,"tmax",0.37,"SD",17,"lethal","death","0.11",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Squalius","cephalus","1460","IUCN, 2020","730","IUCN, 2020","","1-10","Říha et al., 2013;Fredrich et al., 2003",60,"Froese & Pauly, 2000","30","Froese & Pauly, 2000","30","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","Apr-Jun",NA,"Fredrich et al., 2003;Filipović Marijić & Raspor, 2014","0.0000126-0.79","Fredrich et al., 2003","Nikki","5475","IUCN, 2020",NA,NA,NA,NA
2847,"Squalius cephalus","Chordata","Actinopterygii","Cypriniformes","Cyprinidae",NA,"Horoszewicz 1973","Comte","Squalius cephalus_52.34_NA_18.35",27.3,52.34,18.35,"","Squalius","cephalus","Lichenskie Lake Poland",NA,38.1,"tmax",0.33,"SD",9,"lethal","death","0.11",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Squalius","cephalus","1460","IUCN, 2020","730","IUCN, 2020","","1-10","Říha et al., 2013;Fredrich et al., 2003",60,"Froese & Pauly, 2000","30","Froese & Pauly, 2000","30","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","Apr-Jun",NA,"Fredrich et al., 2003;Filipović Marijić & Raspor, 2014","0.0000126-0.79","Fredrich et al., 2003","Nikki","5475","IUCN, 2020",NA,NA,NA,NA
2837,"Sphoeroides annulatus","Chordata","Teleostei","Tetraodontiformes","Tetraodontidae",NA,"Reyes et al. 2011","Comte","Sphoeroides annulatus_24.82_NA_-107.37",19,24.82,-107.37,"","Sphoeroides","annulatus","Estado de Sonora Mexico",30,37.71,"tmax",0.5,"SD",15,"critical","LOE","1",NA,NA,NA,NA,NA,"Juvenile",NA,NA,NA,"Freshwater","30","days",NA,NA,NA,"Sphoeroides","annulatus","unk","","unk","","","unk","",44,"Froese & Pauly, 2000","18","Froese & Pauly, 2000","18","Froese & Pauly, 2000","Y","","","unk","",NA,NA,"","unk","","Nikki","5475","Bullseye Puffer (Sphoeroides annulatus), n.d.",NA,NA,301.890733892267,301.890733892267
1,"Abudefduf saxatilis","Chordata","Teleostei","Perciformes","Pomacentridae",NA,"Graham 1971","Comte","Abudefduf saxatilis_9.66_NA_-79.34",28,9.66,-79.34,"","Abudefduf","saxatilis","Atlantic Panama",NA,39.3,"tmax",0.26,"SD",13,"lethal","death","0.0383",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"days",NA,NA,NA,"Abudefduf","saxatilis","1825","Bessa et al., 2007","1825","Bessa et al., 2007","Y","10-100","Wellington & Victor, 1989",22.9,"Froese & Pauly, 2000","15","Froese & Pauly, 2000","15","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","unk","","Nikki","1825","Sergeant Major (Abudefduf saxatilis), n.d.",NA,NA,29.8487499713898,29.8487499713898
297,"Apogon dovii","Chordata","Teleostei","Perciformes","Apogonidae",NA,"Mora & Ospína 2001","Comte","Apogon dovii_2.97_NA_7.18",26.5,2.97,7.18,"","Apogon","dovii","Gorgona Island national park Columbia",1,37.04,"tmax",0.34,"SD",28,"critical","LOE","0.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","1","days",NA,NA,NA,"Apogon","dovii","unk","","unk","","","unk","",7.5,"Froese & Pauly, 2000","","","","","","","","non-migratory","IUCN, 2020",NA,NA,"","unk","","Nikki","unk","",NA,NA,30.5599999904633,30.5599999904633
298,"Apogon dovii","Chordata","Teleostei","Perciformes","Apogonidae",NA,"Ospína & Mora 2004","Comte","Apogon dovii_2.99_NA_-78.2",26.5,2.99,-78.2,"","Apogon","dovii","Gorgona Island reefs Columbia",1,36.43,"tmax",0.76,"SD",27,"lethal","death","0.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","1","days",NA,NA,NA,"Apogon","dovii","unk","","unk","","","unk","",7.5,"Froese & Pauly, 2000","","","","","","","","non-migratory","IUCN, 2020",NA,NA,"","unk","","Nikki","unk","",NA,NA,29.0175000190735,29.0175000190735
299,"Apogon dovii","Chordata","Teleostei","Perciformes","Apogonidae",NA,"Graham 1971","Comte","Apogon dovii_7.33_NA_-80.21",28,7.33,-80.21,"","Apogon","dovii","Pacific ocean Panama",NA,37.23,"tmax",0.88,"SD",12,"lethal","death","0.0383",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"days",NA,NA,NA,"Apogon","dovii","unk","","unk","","","unk","",7.5,"Froese & Pauly, 2000","","","","","","","","non-migratory","IUCN, 2020",NA,NA,"","unk","","Nikki","unk","",NA,NA,29.454749917984,29.454749917984
322,"Bathygobius ramosus","Chordata","Teleostei","Perciformes","Gobiidae",NA,"Mora & Ospína 2001","Comte","Bathygobius ramosus_2.97_NA_7.18",26.5,2.97,7.18,"","Bathygobius","ramosus","Gorgona Island national park Columbia",1,35.13,"tmax",0.12,"SD",15,"critical","LOE","0.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","1","days",NA,NA,NA,"Bathygobius","ramosus","unk","","unk","","","unk","",20,"Froese & Pauly, 2000","12","Froese & Pauly, 2000","12","Froese & Pauly, 2000","Y","","Froese & Pauly, 2000","unk","",NA,NA,"","unk","","Nikki","unk","",NA,NA,30.5599999904633,30.5599999904633
323,"Bathygobius ramosus","Chordata","Teleostei","Perciformes","Gobiidae",NA,"Graham 1971","Comte","Bathygobius ramosus_7.33_NA_-80.21",28,7.33,-80.21,"","Bathygobius","ramosus","Pacific ocean Panama",NA,40.7,"tmax",0.09,"SD",21,"lethal","death","0.0383",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"days",NA,NA,NA,"Bathygobius","ramosus","unk","","unk","","","unk","",20,"Froese & Pauly, 2000","12","Froese & Pauly, 2000","12","Froese & Pauly, 2000","Y","","Froese & Pauly, 2000","unk","",NA,NA,"","unk","","Nikki","unk","",NA,NA,29.454749917984,29.454749917984
612,"Cyprinodon dearborni","Chordata","Teleostei","Cyprinodontiformes","Cyprinodontidae",NA,"Chung 1981","Comte","Cyprinodon dearborni_10.43_NA_-64.2",31,10.43,-64.2,"","Cyprinodon","dearborni","Laguna Los Patos Cumani City Sucre State Venezuela",10,43.14,"tmax",0.3,"SD",10,"lethal","death","0.2167",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","10","days",NA,NA,NA,"Cyprinodon","dearborni","90","Kristensen, 1970","90","Kristensen, 1970","Y","unk","",4,"Froese & Pauly, 2000;Debrot, 2003","","","","","","","Froese & Pauly, 2000","non-migratory","Kristensen, 1970",NA,NA,"","unk","","Nikki","unk","",NA,NA,29.0592500209808,29.0592500209808
615,"Cyprinodon dearborni","Chordata","Teleostei","Cyprinodontiformes","Cyprinodontidae",NA,"Mora & Maya 2006","Comte","Cyprinodon dearborni_10.643_NA_-64.064",25,10.643,-64.064,"inferred","Cyprinodon","dearborni","centroid of Golfo de Cariaco, La Laguna de Los Patos and Río Los Bordones y Río Manzanares, Estado Sucre, Venezuela & La Laguna Restinga, Isla de Margarita, Estado Nueva Esparta, Venezuela",NA,41.75,"tmax",NA,"SD",NA,"critical","LOE","0.17",NA,NA,NA,NA,NA,NA,"actually from Chung, K.S., 1985. Adaptabilidad deOreochromis mossambicus(Peters)1852 a los cambios de temperatura. Acta Cientı__fica Venezolana 36,180–190.",NA,NA,"Marine",NA,"days",NA,NA,NA,"Cyprinodon","dearborni","90","Kristensen, 1970","90","Kristensen, 1970","Y","unk","",4,"Froese & Pauly, 2000;Debrot, 2003","","","","","","","Froese & Pauly, 2000","non-migratory","Kristensen, 1970",NA,NA,"","unk","","Nikki","unk","",NA,NA,28.904000043869,28.904000043869
1113,"Gobionotothen gibberifrons","Chordata","Teleostei","Perciformes","Nototheniidae",NA,"Beers & Sidell 2011","Comte","Gobionotothen gibberifrons_-64.77_NA_-64.06",0,-64.77,-64.06,"","Gobionotothen","gibberifrons","Antarctic Peninsula",3,15.5,"tmax",0.57,"SD",8,"critical","LOE","0.06",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","3","days",NA,NA,NA,"Gobionotothen","gibberifrons","2190","IUCN, 2020","unk","","","100+","Matschiner et al., 2009",55,"Froese & Pauly, 2000","40","Froese & Pauly, 2000","40","Froese & Pauly, 2000","Y","","North, 2001","non-migratory","Marschoff et al., 2012",NA,NA,"","unk","","Nikki","4380","Marschoff et al., 2012",NA,NA,1.98274999856949,1.98274999856949
1114,"Gobionotothen gibberifrons","Chordata","Teleostei","Perciformes","Nototheniidae",NA,"Mueller et al. 2012","Comte","Gobionotothen gibberifrons_-64.1_NA_-62.6",0,-64.1,-62.6,"","Gobionotothen","gibberifrons","Dallmann Bay Antartica",NA,15.5,"tmax",0.2,"SD",3,"critical","LOE","0.06",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"days",NA,NA,NA,"Gobionotothen","gibberifrons","2190","IUCN, 2020","unk","","","100+","Matschiner et al., 2009",55,"Froese & Pauly, 2000","40","Froese & Pauly, 2000","40","Froese & Pauly, 2000","Y","","North, 2001","non-migratory","Marschoff et al., 2012",NA,NA,"","unk","","Nikki","4380","Marschoff et al., 2012",NA,NA,2.24275000095367,2.24275000095367
1115,"Gobionotothen gibberifrons","Chordata","Teleostei","Perciformes","Nototheniidae",NA,"Bilyk & DeVries 2011","Comte","Gobionotothen gibberifrons_-64_NA_-64.06",4,-64,-64.06,"","Gobionotothen","gibberifrons","Near Anvers Island Western Antarctic Peninsula",21,17.9,"tmax",NA,"SD",10,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","21","days",NA,NA,NA,"Gobionotothen","gibberifrons","2190","IUCN, 2020","unk","","","100+","Matschiner et al., 2009",55,"Froese & Pauly, 2000","40","Froese & Pauly, 2000","40","Froese & Pauly, 2000","Y","","North, 2001","non-migratory","Marschoff et al., 2012",NA,NA,"","unk","","Nikki","4380","Marschoff et al., 2012",NA,NA,2.28725001104176,2.28725001104176
1116,"Gobiosoma chiquita","Chordata","Teleostei","Perciformes","Gobiidae",NA,"Zapata 1990","Comte","Gobiosoma chiquita_31.18_NA_-113.4",22,31.18,-113.4,"","Gobiosoma","chiquita","Northern Gulf of California Puerto Penasco Sonora Mexico",21,39.29,"tmax",0.38,"SD",12,"lethal","death","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","21","days",NA,NA,NA,"Gobiosoma","chiquita","unk","","unk","","","0-1","Clobert et al., 1998",6.5,"Froese & Pauly, 2000","","","","","","","","non-migratory","Stahl, 1975",NA,NA,"","unk","","Nikki","unk","",NA,NA,30.8682502269745,30.8682502269745
1122,"Gobius paganellus","Chordata","Teleostei","Perciformes","Gobiidae",NA,"Vinagre et al. 2013","Comte","Gobius paganellus_38.71_NA_-9.49",20,38.71,-9.49,"","Gobius","paganellus","Portuguese West coast",7,33.1,"tmax",0.42,"SD",8,"critical","LOE","0.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","7","days",NA,NA,NA,"Gobius","paganellus","912","De Magalhães & Costa, 2009","912","De Magalhães & Costa, 2009","","0-1","Vinagre et al., 2016;Roma et al., 2018;IUCN, 2020",13,"Froese & Pauly, 2000","","","","","","","","non-migratory","P. J. Miller, 1961",NA,NA,"","0.00000079-0.0000169","Roma et al., 2018","Nikki","3650","Froese & Pauly, 2000",NA,NA,20.1397500276566,20.1397500276566
1123,"Gobius paganellus","Chordata","Teleostei","Perciformes","Gobiidae",NA,"Madeira et al. 2014","Comte","Gobius paganellus_38.78_NA_-9.5",20,38.78,-9.5,"","Gobius","paganellus","Cabo Raso Cascais Portugal",NA,33.1,"tmax",0.4,"SD",25,"critical","LOE","0.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"days",NA,NA,NA,"Gobius","paganellus","912","De Magalhães & Costa, 2009","912","De Magalhães & Costa, 2009","","0-1","Vinagre et al., 2016;Roma et al., 2018;IUCN, 2020",13,"Froese & Pauly, 2000","","","","","","","","non-migratory","P. J. Miller, 1961",NA,NA,"","0.00000079-0.0000169","Roma et al., 2018","Nikki","3650","Froese & Pauly, 2000",NA,NA,20.0954999923706,20.0954999923706
1141,"Haemulon flavolineatum","Chordata","Teleostei","Perciformes","Haemulidae",NA,"Sylvester 1973","Comte","Haemulon flavolineatum_18.35_NA_-65.04",27,18.35,-65.04,"","Haemulon","flavolineatum","St Thomas Virgin Islands",NA,36,"tmax",NA,"SD",74,"critical","LOE","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"days",NA,NA,NA,"Haemulon","flavolineatum","450","IUCN, 2020;Munro, 1983","450","IUCN, 2020;Munro, 1983","Y","10-100","IUCN, 2020",30,"Froese & Pauly, 2000","17","Froese & Pauly, 2000","17","Froese & Pauly, 2000","Y","","","non-migratory","Cocheret De La Morinière et al., 2002",NA,NA,"","2.01-8.04","Munro, 1983","Nikki","kunk","McDougall et al., 2019",NA,NA,29.533000087738,29.533000087738
1142,"Haemulon flavolineatum","Chordata","Teleostei","Perciformes","Haemulidae",NA,"Rummer et al. 2009","Comte","Haemulon flavolineatum_24.8_NA_-82.7",28,24.8,-82.7,"","Haemulon","flavolineatum","Loggerhead Key Dry Tortugas National Park Florida US",NA,36.17,"tmax",2.2,"SD",15,"critical","LOE","0.39",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"days",NA,NA,NA,"Haemulon","flavolineatum","450","IUCN, 2020;Munro, 1983","450","IUCN, 2020;Munro, 1983","Y","10-100","IUCN, 2020",30,"Froese & Pauly, 2000","17","Froese & Pauly, 2000","17","Froese & Pauly, 2000","Y","","","non-migratory","Cocheret De La Morinière et al., 2002",NA,NA,"","2.01-8.04","Munro, 1983","Nikki","kunk","McDougall et al., 2019",NA,NA,30.2844998836517,30.2844998836517
1285,"Lepidonotothen squamifrons","Chordata","Teleostei","Perciformes","Nototheniidae",NA,"Beers & Sidell 2011","Comte","Lepidonotothen squamifrons_-64.77_NA_-64.06",0,-64.77,-64.06,"","Lepidonotothen","squamifrons","Antarctic Peninsula",3,14.2,"tmax",1.13,"SD",8,"critical","LOE","0.06",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","3","days",NA,NA,NA,"Lepidonotothen","squamifrons","2920","Gregory et al., 2014","2920","Gregory et al., 2014","Y","100+","Koubbi et al., 2000",55,"Froese & Pauly, 2000","35","Froese & Pauly, 2000","35","Froese & Pauly, 2000","Y","","","unk","",NA,NA,"","unk","","Joanne/Nikki","6935","Froese & Pauly, 2000",NA,NA,1.98274999856949,1.98274999856949
1286,"Lepidonotothen squamifrons","Chordata","Teleostei","Perciformes","Nototheniidae",NA,"Bilyk & DeVries 2011","Comte","Lepidonotothen squamifrons_-64_NA_-64.06",4,-64,-64.06,"","Lepidonotothen","squamifrons","Near Anvers Island Western Antarctic Peninsula",NA,15.38,"tmax",NA,"SD",10,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"days",NA,NA,NA,"Lepidonotothen","squamifrons","2920","Gregory et al., 2014","2920","Gregory et al., 2014","Y","100+","Koubbi et al., 2000",55,"Froese & Pauly, 2000","35","Froese & Pauly, 2000","35","Froese & Pauly, 2000","Y","","","unk","",NA,NA,"","unk","","Joanne/Nikki","6935","Froese & Pauly, 2000",NA,NA,2.28725001104176,2.28725001104176
1426,"Lipophrys pholis","Chordata","Teleostei","Perciformes","Blenniidae",NA,"Vinagre et al. 2013","Comte","Lipophrys pholis_38.71_NA_-9.49",20,38.71,-9.49,"","Lipophrys","pholis","Portuguese West coast",7,33.9,"tmax",0.4,"SD",12,"critical","LOE","0.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","7","days",NA,NA,"synonym: Blennius pholis","Lipophrys","pholis","255.5","M. G. Carvalho et al., 2017","146","M. G. Carvalho et al., 2017","Y","100+","M. G. Carvalho et al., 2017",17,"Froese & Pauly, 2000","","","","","","","","non-migratory","IUCN, 2020",NA,NA,"","0.000000785-0.00000825","Gibson, 1967","Nikki","3650","De Magalhães & Costa, 2009;Froese & Pauly, 2000",NA,NA,20.1397500276566,20.1397500276566
1427,"Lipophrys pholis","Chordata","Teleostei","Perciformes","Blenniidae",NA,"Campbell & Davies 1975","Comte","Lipophrys pholis_54.09_NA_-4.76",10,54.09,-4.76,"","Lipophrys","pholis","Port Erin Isle of Man",30,32.5,"tmax",NA,"SD",10,"lethal","death","0.07",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","30","days",NA,NA,"synonym: Blennius pholis","Lipophrys","pholis","255.5","M. G. Carvalho et al., 2017","146","M. G. Carvalho et al., 2017","Y","100+","M. G. Carvalho et al., 2017",17,"Froese & Pauly, 2000","","","","","","","","non-migratory","IUCN, 2020",NA,NA,"","0.000000785-0.00000825","Gibson, 1967","Nikki","3650","De Magalhães & Costa, 2009;Froese & Pauly, 2000",NA,NA,15.1849999904633,15.1849999904633
1429,"Lipophrys trigloides","Chordata","Teleostei","Perciformes","Blenniidae",NA,"Vinagre et al. 2013","Comte","Lipophrys trigloides_38.71_NA_-9.49",20,38.71,-9.49,"","Lipophrys","trigloides","Portuguese West coast",7,35,"tmax",0.2,"SD",4,"critical","LOE","0.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","7","days",NA,NA,NA,"Lipophrys","trigloides","unk","","unk","","","100+","Macpherson & Raventos, 2006",13,"Froese & Pauly, 2000","","","","","","","","unk","",NA,NA,"","unk","","Nikki","unk","",NA,NA,20.1397500276566,20.1397500276566
1871,"Notothenia coriiceps","Chordata","Teleostei","Perciformes","Nototheniidae",NA,"Beers & Sidell 2011","Comte","Notothenia coriiceps_-64.77_NA_-64.06",0,-64.77,-64.06,"","Notothenia","coriiceps","Antarctic Peninsula",3,17.1,"tmax",0.57,"SD",8,"critical","LOE","0.06",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","3","days",NA,NA,NA,"Notothenia","coriiceps","2555","Calì et al., 2017","2555","Calì et al., 2017","","100+","Kellermann, 1991",62,"Froese & Pauly, 2000","50","Froese & Pauly, 2000","50","Froese & Pauly, 2000","Y","Jun-Oct","H. A. Campbell et al., 2008","unk","",NA,NA,"","0.00018","Zamzow et al., 2011","Nikki","6570","Calì et al., 2017",NA,NA,1.98274999856949,1.98274999856949
1872,"Notothenia coriiceps","Chordata","Teleostei","Perciformes","Nototheniidae",NA,"Mueller et al. 2012","Comte","Notothenia coriiceps_-64.1_NA_-62.6",0,-64.1,-62.6,"","Notothenia","coriiceps","Dallmann Bay Antartica",NA,17.1,"tmax",0.2,"SD",3,"critical","LOE","0.06",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"days",NA,NA,NA,"Notothenia","coriiceps","2555","Calì et al., 2017","2555","Calì et al., 2017","","100+","Kellermann, 1991",62,"Froese & Pauly, 2000","50","Froese & Pauly, 2000","50","Froese & Pauly, 2000","Y","Jun-Oct","H. A. Campbell et al., 2008","unk","",NA,NA,"","0.00018","Zamzow et al., 2011","Nikki","6570","Calì et al., 2017",NA,NA,2.24275000095367,2.24275000095367
1873,"Notothenia coriiceps","Chordata","Teleostei","Perciformes","Nototheniidae",NA,"Bilyk & DeVries 2011","Comte","Notothenia coriiceps_-64_NA_-64.06",4,-64,-64.06,"","Notothenia","coriiceps","Near Anvers Island Western Antarctic Peninsula",21,17.39,"tmax",NA,"SD",10,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","21","days",NA,NA,NA,"Notothenia","coriiceps","2555","Calì et al., 2017","2555","Calì et al., 2017","","100+","Kellermann, 1991",62,"Froese & Pauly, 2000","50","Froese & Pauly, 2000","50","Froese & Pauly, 2000","Y","Jun-Oct","H. A. Campbell et al., 2008","unk","",NA,NA,"","0.00018","Zamzow et al., 2011","Nikki","6570","Calì et al., 2017",NA,NA,2.28725001104176,2.28725001104176
1874,"Notothenia coriiceps","Chordata","Teleostei","Perciformes","Nototheniidae",NA,"Bilyk & DeVries 2012","Comte","Notothenia coriiceps_-64_NA_-64.540946",10,-64,-64.540946,"inferred","Notothenia","coriiceps","Anvers Island shore along the Western Antarctic Peninsula",21,21.58,"tmax",0.67,"SD",8,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","21","days",NA,NA,NA,"Notothenia","coriiceps","2555","Calì et al., 2017","2555","Calì et al., 2017","","100+","Kellermann, 1991",62,"Froese & Pauly, 2000","50","Froese & Pauly, 2000","50","Froese & Pauly, 2000","Y","Jun-Oct","H. A. Campbell et al., 2008","unk","",NA,NA,"","0.00018","Zamzow et al., 2011","Nikki","6570","Calì et al., 2017",NA,NA,2.24174998775125,2.24174998775125
2077,"Pagothenia borchgrevinki","Chordata","Teleostei","Perciformes","Nototheniidae",NA,"Bilyk & DeVries 2011","Comte","Pagothenia borchgrevinki_-77.5_NA_165",4,-77.5,165,"","Pagothenia","borchgrevinki","McMurdo Sound Antarctica",21,15.19,"tmax",NA,"SD",12,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","21","days",NA,NA,NA,"Pagothenia","borchgrevinki","1460","Pankhurst, 1990","1095","Pankhurst, 1990","","unk","",28,"Froese & Pauly, 2000","","","","","","","North, 2001","unk","",NA,NA,"","unk","","Nikki","2555","El-Sayed, 1994",NA,NA,-0.567250000499189,-0.567250000499189
2763,"Sardinops sagax","Chordata","Teleostei","Clupeiformes","Clupeidae",NA,"Martínez-Porchas et al. 2009","Comte","Sardinops sagax_31.86_NA_-116.6",18,31.86,-116.6,"","Sardinops","sagax","Bahia Ensenada Mexico",NA,24.3,"tmax",0,"SD",6,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"days",NA,NA,NA,"Sardinops","sagax","821","De Magalhães & Costa, 2009","821","De Magalhães & Costa, 2009","","unk","",39.5,"Froese & Pauly, 2000","20","Froese & Pauly, 2000","20","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","Summer","Summer","Wind & Dupuis, 2002","unk","","Nikki","25*365","IUCN, 2020",NA,NA,21.8342499256134,21.7507499217987
2769,"Sardinops sagax","Chordata","Teleostei","Clupeiformes","Clupeidae",NA,"Tsuchida 1995","Comte","Sardinops sagax_34.49_NA_138.16",12,34.49,138.16,"","Sardinops","sagax","Coastal waters of Japan",14,29,"tmax",0.5,"SD",5,"lethal","death","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","14","days",NA,NA,NA,"Sardinops","sagax","821","De Magalhães & Costa, 2009","821","De Magalhães & Costa, 2009","","unk","",39.5,"Froese & Pauly, 2000","20","Froese & Pauly, 2000","20","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","Summer","Summer","Wind & Dupuis, 2002","unk","","Nikki","25*365","IUCN, 2020",NA,NA,27.4239998817444,27.4049998760223
2960,"Trematomus bernacchii","Chordata","Teleostei","Perciformes","Nototheniidae",NA,"Bilyk & DeVries 2011","Comte","Trematomus bernacchii_-77_NA_165",4,-77,165,"","Trematomus","bernacchii","McMurdo Sound Antarctica",21,15.02,"tmax",NA,"SD",8,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","21","days",NA,NA,NA,"Trematomus","bernacchii","2007","De Magalhães & Costa, 2009","1277","De Magalhães & Costa, 2009","","100+","A. Van de Putte, 2008",28,"Froese & Pauly, 2000","25","Froese & Pauly, 2000","25","Froese & Pauly, 2000","Y","","Miyamoto & Tanimura, 1999","non-migratory","Corbett et al., 2014",NA,NA,"","0.79","Miyamoto & Tanimura, 1999","Nikki","3650","Froese & Pauly, 2000",NA,NA,-0.115999996988103,-0.115999996988103
2962,"Trematomus hansoni","Chordata","Teleostei","Perciformes","Nototheniidae",NA,"Bilyk & DeVries 2011","Comte","Trematomus hansoni_-77_NA_165",4,-77,165,"","Trematomus","hansoni","McMurdo Sound Antarctica",21,15.42,"tmax",NA,"SD",8,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","21","days",NA,NA,NA,"Trematomus","hansoni","2555","M. La Mesa & Vacchi, 2001","2555","M. La Mesa & Vacchi, 2001","Y","100+","A. P. Van de Putte et al., 2012",41,"Froese & Pauly, 2000","25","Froese & Pauly, 2000","25","Froese & Pauly, 2000","Y","","","non-migratory","Somero & DeVries, 1967",NA,NA,"","unk","","Nikki","7300","M. La Mesa & Vacchi, 2001",NA,NA,18.3349999785423,18.3349999785423
2984,"Zoarces viviparus","Chordata","Teleostei","Perciformes","Zoarcidae",NA,"Zakhartsev et al. 2003","Comte","Zoarces viviparus_54.19_NA_7.91",12,54.19,7.91,"inferred","Zoarces","viviparus","Island Helgoland Germany",28,26.6,"tmax",1.1,"SD",17,"critical","LOE","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","28","days",NA,NA,NA,"Zoarces","viviparus","365","Froese & Pauly, 2000","unk","","","10-100","Bergek et al., 2012;Simonsen & Strand, 2010",52,"Froese & Pauly, 2000","30","Froese & Pauly, 2000","30","Froese & Pauly, 2000","Y","","","non-migratory","Simonsen & Strand, 2010",NA,NA,"","10-100km","Simonsen & Strand, 2010","Jenn/Nikki","5110","IUCN, 2020",NA,NA,18.3349999785423,18.3349999785423
2987,"Zoarces viviparus","Chordata","Teleostei","Perciformes","Zoarcidae",NA,"Zakhartsev et al. 2003","Comte","Zoarces viviparus_54.46_NA_10.24",12,54.46,10.24,"inferred","Zoarces","viviparus","Baltic Kiel Bight Germany",28,26.8,"tmax",1.1,"SD",28,"critical","LOE","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","28","days",NA,NA,NA,"Zoarces","viviparus","365","Froese & Pauly, 2000","unk","","","10-100","Bergek et al., 2012;Simonsen & Strand, 2010",52,"Froese & Pauly, 2000","30","Froese & Pauly, 2000","30","Froese & Pauly, 2000","Y","","","non-migratory","Simonsen & Strand, 2010",NA,NA,"","10-100km","Simonsen & Strand, 2010","Jenn/Nikki","5110","IUCN, 2020",NA,NA,19.2580000042915,19.2580000042915
