genus_species,population_id,acclim_temp,latitude,longitude,genus.x,species.x,location_description,realm_general3,acclim_time,parameter_value,parameter_tmax_or_tmin,error_estimate,error_type,sample_size,metric_type,metric_description,ramping_rate,ramping_to_reach_st,duration_of_chronic_exposure,temp_before_pretreament_held_or_ff_for_field_fresh,timing_of_collection,elevation_of_collection,ref,life_stage.x,phylum.x,class.x,order.x,family.x,realm_specific,realm_general,notes.x,extractor,original_compilation,n_cat,record_number,record,family1,family2,genus2,species2,family3,genus3,species3,n_comment,raw_ctm2,acclim,acclim_time_life_120,log_acclim_time,safety,photoperiod,ep1,ep2,elevation,log_elevation,geog_cat,abs_lat,log_abs_lat,source,comments,year,citation,range,log_range,introduced,elev_min,elev_max,svl,log_svl,tmxslope,bioclim5,iucn_2014,iucn_2104risk,sampling_habitat,acclimation,rate_acclimation_c_day,methodology,length_experiment_min,body_length_mm,weight_g,phylogeny,reference,realm_general2,acclim_time_original,acclim_time_units,no_acclimation,genus.y,species.y,phylum.y,class.y,order.y,family.y,life_stage.y,season_inactive,logic_source_for_season_inactive,season_when_away_migratory_only,logic_source_season_when_away,maturity_sex,age_maturity_days,maturity_days_reference,maturity_days2,maturity_days2_reference,lifespan_days,lifespan_days_reference,data_gatherer,dispersal_distance_category,logic_source_for_dispersal_distance,dispersal_distance2_category,logic_source_for_dispersal_distance2,home_range_size_km2,logic_source_for_home_range_size,migratory,source_logic_for_migration_info,x29,realm,kingdom,maximum_body_size_svl_hbl_cm,source_for_maximum_body_size,trophic_position,source_logic_for_trophic_position,x36,x37,dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering,logic_source_for_dispersal_type,cold_season_dormancy,source_logic_for_cold_season_dormancy,hot_season_dormancy,source_logic_for_hot_season_dormancy,highland_specialist,pelagic_habitat_for_marine_species,source_logic_for_highland_specialist,notes.y,orig_genus,orig_species,terrestriality_available_for_mammals_only_see_pan_theria_metadata,pantheria05genus,pantheria05species,pantheria93genus,pantheria93species,all_pantheria_synonyms05,pantheria_references,binary_name,try_species_number_for_plants,notes_on_body_size_e_g_type_of_metric
Ictalurus punctatus,Ictalurus punctatus_29.48,20,29.48,-81.68,Ictalurus,punctatus,Welaka Florida US,Aquatic,NA,32.8,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,Hart 1952,NA,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,NA,Ictalurus,punctatus,Chordata,Actinopterygii,Siluriformes,Ictaluridae,juveniles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ictalurus punctatus,Ictalurus punctatus_29.48,25,29.48,-81.68,Ictalurus,punctatus,Welaka Florida US,Aquatic,NA,33.5,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,Hart 1952,NA,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,NA,Ictalurus,punctatus,Chordata,Actinopterygii,Siluriformes,Ictaluridae,juveniles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ictalurus punctatus,Ictalurus punctatus_NA,20,NA,NA,Ictalurus,punctatus,NA,Aquatic,NA,32.7,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,Hart 1952,NA,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,NA,Ictalurus,punctatus,Chordata,Actinopterygii,Siluriformes,Ictaluridae,juveniles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ictalurus punctatus,Ictalurus punctatus_35.66,10,35.66,-97.47,Ictalurus,punctatus,Central Oklahoma US,Aquatic,14,33.31,tmax,0.54,SD,20,NA,OS,1,NA,NA,NA,NA,NA,Lutterschmidt & Hutchinson 1997,NA,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,NA,Ictalurus,punctatus,Chordata,Actinopterygii,Siluriformes,Ictaluridae,juveniles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ictalurus punctatus,Ictalurus punctatus_35.66,10,35.66,-97.47,Ictalurus,punctatus,Central Oklahoma US,Aquatic,14,31.32,tmax,0.83,SD,20,NA,LOE,1,NA,NA,NA,NA,NA,Lutterschmidt & Hutchinson 1997,NA,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,NA,Ictalurus,punctatus,Chordata,Actinopterygii,Siluriformes,Ictaluridae,juveniles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ictalurus punctatus,Ictalurus punctatus_41.03,27.2,41.03,-75.47,Ictalurus,punctatus,Muddy run Pond Pennsylvania,Aquatic,NA,35,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,Yoder et al. 2012,adults,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,NA,Ictalurus,punctatus,Chordata,Actinopterygii,Siluriformes,Ictaluridae,juveniles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ictalurus punctatus,Ictalurus punctatus_42.08,22.7,42.08,-81.34,Ictalurus,punctatus,Lake Erie,Aquatic,NA,36.5,tmax,NA,SD,NA,NA,LOE,NA,NA,NA,NA,NA,NA,Yoder et al. 2012,adults,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,NA,Ictalurus,punctatus,Chordata,Actinopterygii,Siluriformes,Ictaluridae,juveniles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ictalurus punctatus,Ictalurus punctatus_42.08,22.7,42.08,-81.34,Ictalurus,punctatus,Lake Erie,Aquatic,NA,38,tmax,NA,SD,NA,NA,LOE,NA,NA,NA,NA,NA,NA,Yoder et al. 2012,adults,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,NA,Ictalurus,punctatus,Chordata,Actinopterygii,Siluriformes,Ictaluridae,juveniles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ictalurus punctatus,Ictalurus punctatus_30.33,20,30.33,-110.42,Ictalurus,punctatus,Sonora Mexico,Aquatic,NA,35,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,Yoder et al. 2012,juveniles,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,NA,Ictalurus,punctatus,Chordata,Actinopterygii,Siluriformes,Ictaluridae,juveniles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ictalurus punctatus,Ictalurus punctatus_30.33,23,30.33,-110.42,Ictalurus,punctatus,Sonora Mexico,Aquatic,NA,37,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,Yoder et al. 2012,juveniles,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,NA,Ictalurus,punctatus,Chordata,Actinopterygii,Siluriformes,Ictaluridae,juveniles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ictalurus punctatus,Ictalurus punctatus_30.33,26,30.33,-110.42,Ictalurus,punctatus,Sonora Mexico,Aquatic,NA,39,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,Yoder et al. 2012,juveniles,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,NA,Ictalurus,punctatus,Chordata,Actinopterygii,Siluriformes,Ictaluridae,juveniles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ictalurus punctatus,Ictalurus punctatus_30.33,29,30.33,-110.42,Ictalurus,punctatus,Sonora Mexico,Aquatic,NA,41,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,Yoder et al. 2012,juveniles,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,NA,Ictalurus,punctatus,Chordata,Actinopterygii,Siluriformes,Ictaluridae,juveniles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ictalurus punctatus,Ictalurus punctatus_30.33,32,30.33,-110.42,Ictalurus,punctatus,Sonora Mexico,Aquatic,NA,42.5,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,Yoder et al. 2012,juveniles,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,NA,Ictalurus,punctatus,Chordata,Actinopterygii,Siluriformes,Ictaluridae,juveniles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ictalurus punctatus,Ictalurus punctatus_29.21,30,29.21,-89.28,Ictalurus,punctatus,Mississippi Delta Mississipi US,Aquatic,30,39.08,tmax,0.22,SD,30,NA,LOE,0.03,NA,NA,NA,NA,NA,Stewart & Allen 2014,NA,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,30,days,NA,Ictalurus,punctatus,Chordata,Actinopterygii,Siluriformes,Ictaluridae,juveniles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ictalurus punctatus,Ictalurus punctatus_47.99,30,47.99,-97.06,Ictalurus,punctatus,Red River North Dakota US,Aquatic,30,39.23,tmax,0.23,SD,30,NA,LOE,0.03,NA,NA,NA,NA,NA,Stewart & Allen 2014,NA,NA,NA,NA,Ictaluridae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,30,days,NA,Ictalurus,punctatus,Chordata,Actinopterygii,Siluriformes,Ictaluridae,juveniles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuhlia sandvicensis,Kuhlia sandvicensis_21.37,20,21.37,-157.98,Kuhlia,sandvicensis,Oahu estuaries Hawaii,Aquatic,14,38.5,tmax,0.54,SD,18,NA,LOE,0.3,NA,NA,NA,NA,NA,Sylvester 1975,NA,NA,NA,NA,Kuhliidae,NA,Marine,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,14,days,NA,Kuhlia,sandvicensis,Chordata,Actinopterygii,Perciformes,Kuhliidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuhlia sandvicensis,Kuhlia sandvicensis_21.37,23,21.37,-157.98,Kuhlia,sandvicensis,Oahu estuaries Hawaii,Aquatic,14,38.9,tmax,0.44,SD,18,NA,LOE,0.3,NA,NA,NA,NA,NA,Sylvester 1975,NA,NA,NA,NA,Kuhliidae,NA,Marine,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,14,days,NA,Kuhlia,sandvicensis,Chordata,Actinopterygii,Perciformes,Kuhliidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuhlia sandvicensis,Kuhlia sandvicensis_21.37,25.5,21.37,-157.98,Kuhlia,sandvicensis,Oahu estuaries Hawaii,Aquatic,14,39.9,tmax,0.33,SD,18,NA,LOE,0.3,NA,NA,NA,NA,NA,Sylvester 1975,NA,NA,NA,NA,Kuhliidae,NA,Marine,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,14,days,NA,Kuhlia,sandvicensis,Chordata,Actinopterygii,Perciformes,Kuhliidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuhlia sandvicensis,Kuhlia sandvicensis_21.37,27,21.37,-157.98,Kuhlia,sandvicensis,Oahu estuaries Hawaii,Aquatic,14,40.1,tmax,0.23,SD,18,NA,LOE,0.3,NA,NA,NA,NA,NA,Sylvester 1975,NA,NA,NA,NA,Kuhliidae,NA,Marine,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,14,days,NA,Kuhlia,sandvicensis,Chordata,Actinopterygii,Perciformes,Kuhliidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuhlia sandvicensis,Kuhlia sandvicensis_21.37,29,21.37,-157.98,Kuhlia,sandvicensis,Oahu estuaries Hawaii,Aquatic,14,41.3,tmax,0.23,SD,18,NA,LOE,0.3,NA,NA,NA,NA,NA,Sylvester 1975,NA,NA,NA,NA,Kuhliidae,NA,Marine,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,14,days,NA,Kuhlia,sandvicensis,Chordata,Actinopterygii,Perciformes,Kuhliidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuhlia sandvicensis,Kuhlia sandvicensis_20,23,20,NA,Kuhlia,sandvicensis,NA,Aquatic,NA,34.4,tmax,NA,SD,NA,NA,death,NA,NA,NA,NA,NA,NA,Pörtner & Peck 2010,NA,NA,NA,NA,Kuhliidae,NA,Marine,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,NA,days,NA,Kuhlia,sandvicensis,Chordata,Actinopterygii,Perciformes,Kuhliidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dicentrarchus labrax,Dicentrarchus labrax_36.76,15,36.76,35.71,Dicentrarchus,labrax,Yumurtalik Adana Turkey,Aquatic,35,33.23,tmax,0.67,SD,15,NA,LOE,0.3,NA,NA,NA,NA,NA,Dülger et al. 2012,juveniles,NA,NA,NA,Moronidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,35,days,NA,Dicentrarchus,labrax,Chordata,Actinopterygii,Perciformes,Moronidae,juveniles,NA,NA,NA,NA,female,1460,AnAge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dicentrarchus labrax,Dicentrarchus labrax_36.76,20,36.76,35.71,Dicentrarchus,labrax,Yumurtalik Adana Turkey,Aquatic,35,34.84,tmax,0.37,SD,15,NA,LOE,0.3,NA,NA,NA,NA,NA,Dülger et al. 2012,juveniles,NA,NA,NA,Moronidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,35,days,NA,Dicentrarchus,labrax,Chordata,Actinopterygii,Perciformes,Moronidae,juveniles,NA,NA,NA,NA,female,1460,AnAge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dicentrarchus labrax,Dicentrarchus labrax_36.76,25,36.76,35.71,Dicentrarchus,labrax,Yumurtalik Adana Turkey,Aquatic,35,35.94,tmax,0.41,SD,15,NA,LOE,0.3,NA,NA,NA,NA,NA,Dülger et al. 2012,juveniles,NA,NA,NA,Moronidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,35,days,NA,Dicentrarchus,labrax,Chordata,Actinopterygii,Perciformes,Moronidae,juveniles,NA,NA,NA,NA,female,1460,AnAge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dicentrarchus labrax,Dicentrarchus labrax_38.82,24,38.82,-9,Dicentrarchus,labrax,Tagus Brackish Portugal,Aquatic,14,33.29,tmax,2.28,SD,7,NA,LOE,0.02,NA,NA,NA,NA,NA,Madeira et al. 2012,NA,NA,NA,NA,Moronidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,NA,Dicentrarchus,labrax,Chordata,Actinopterygii,Perciformes,Moronidae,juveniles,NA,NA,NA,NA,female,1460,AnAge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
