Family,Species,Location,Latitude,Longitude,Sampling Habitat,Acclimation,Temperature of acclimation (°C),Length acclimation period (days),Rate acclimation (°C/day),Methodology,Endpoint,Heating rate (°C/min),Length experiment (min),Body length (mm),Weight (g),Life stage,Thermal limit (°C),SD Thermal limit,Nindividuals,Phylogeny,Realm affinity,Source,Reference
Pomacentridae,Abudefduf saxatilis,Gulf of California near Puerto Penasco Sonora Mexico,31.29,-113.54,Marine,collection,16.34,NA,NA,dynamic,LOE,0.5,NA,NA,NA,NA,34.3,0.54,10,yes,Marine,Heath 1967,88
Pomacentridae,Abudefduf saxatilis,Gulf of California near Puerto Penasco Sonora Mexico,31.29,-113.54,Marine,collection,24.1,NA,NA,dynamic,LOE,0.5,NA,NA,NA,NA,39.9,0.26,14,yes,Marine,Heath 1967,88
Pomacentridae,Abudefduf saxatilis,Gulf of California near Puerto Penasco Sonora Mexico,31.29,-113.54,Marine,experimental,30,10,NA,dynamic,LOE,0.5,NA,NA,NA,NA,41.3,0.2,8,yes,Marine,Heath 1967,88
Pomacentridae,Abudefduf saxatilis,Gulf of California near Puerto Penasco Sonora Mexico,31.29,-113.54,Marine,experimental,35,10,NA,dynamic,LOE,0.5,NA,NA,NA,NA,41.6,0.13,10,yes,Marine,Heath 1967,88
Retropinnidae,Retropinna retropinna,Northern New Zealand,-35.15,173.68,Freshwater,experimental,15,1,NA,static,death,NA,5760,NA,NA,NA,28.3,NA,15,yes,Freshwater,Richardson et al. 1994,166
Retropinnidae,Retropinna retropinna,Northern New Zealand,-35.15,173.68,Freshwater,experimental,20,1,NA,static,death,NA,5760,NA,NA,NA,31.9,NA,15,yes,Freshwater,Richardson et al. 1994,166
Retropinnidae,Retropinna retropinna,Lower Waikato River New Zealand,-37.27,174.87,Freshwater,experimental,20,7,2,dynamic,LOE,0.5,NA,73-80,NA,NA,31.8,1.53,5,yes,Freshwater,Simons 1984,180
Salmonidae,Coregonus artedi,Clearwater Lake Minesota US,45.3,-94.11,Freshwater,experimental,3,NA,NA,static,death,NA,1440,NA,NA,larvae,19.8,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Salmonidae,Coregonus artedi,Pickerel Lake Michigan US,42.41,-83.98,Freshwater,experimental,2,NA,NA,static,death,NA,5760,NA,NA,NA,19.8,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Salmonidae,Coregonus artedi,Pickerel Lake Michigan US,42.41,-83.98,Freshwater,experimental,5,NA,NA,static,death,NA,5760,NA,NA,NA,21.8,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Salmonidae,Coregonus artedi,Pickerel Lake Michigan US,42.41,-83.98,Freshwater,experimental,10,NA,NA,static,death,NA,5760,NA,NA,NA,24.3,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Salmonidae,Coregonus artedi,Pickerel Lake Michigan US,42.41,-83.98,Freshwater,experimental,20,NA,NA,static,death,NA,5760,NA,NA,NA,26.3,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Salmonidae,Coregonus artedi,Pickerel Lake Michigan US,42.41,-83.98,Freshwater,experimental,25,NA,NA,static,death,NA,5760,NA,NA,NA,25.8,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Salmonidae,Coregonus clupeaformis,Lake Huron,45.05,-82.5,Freshwater,experimental,5,24,1,static,death,NA,10080,NA,29.4,juveniles,20.62,NA,89,yes,Freshwater,Edsall & Rottiers 1976,64
Salmonidae,Coregonus clupeaformis,Lake Huron,45.05,-82.5,Freshwater,experimental,10,24,1,static,death,NA,10080,NA,30.8,juveniles,22.67,NA,99,yes,Freshwater,Edsall & Rottiers 1976,64
Salmonidae,Coregonus clupeaformis,Lake Huron,45.05,-82.5,Freshwater,experimental,15,24,1,static,death,NA,10080,NA,43.1,juveniles,25.67,NA,59,yes,Freshwater,Edsall & Rottiers 1976,64
Salmonidae,Coregonus clupeaformis,Lake Huron,45.05,-82.5,Freshwater,experimental,20,24,1,static,death,NA,10080,NA,38.2,juveniles,26.65,NA,69,yes,Freshwater,Edsall & Rottiers 1976,64
Salmonidae,Coregonus clupeaformis,Lake Huron,45.05,-82.5,Freshwater,experimental,22.5,24,1,static,death,NA,10080,NA,52.2,juveniles,26.65,NA,76,yes,Freshwater,Edsall & Rottiers 1976,64
Salmonidae,Coregonus clupeaformis,Lake Huron,45.29,-82.12,Freshwater,experimental,5,NA,NA,static,death,NA,5760,NA,NA,juveniles,20.6,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Salmonidae,Coregonus clupeaformis,Lake Huron,45.29,-82.12,Freshwater,experimental,10,NA,NA,static,death,NA,5760,NA,NA,juveniles,22.7,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Salmonidae,Coregonus clupeaformis,Lake Huron,45.29,-82.12,Freshwater,experimental,20,NA,NA,static,death,NA,5760,NA,NA,juveniles,25.8,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Salmonidae,Coregonus clupeaformis,Lake Huron,45.29,-82.12,Freshwater,experimental,25,NA,NA,static,death,NA,5760,NA,NA,juveniles,26.6,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Salmonidae,Coregonus clupeaformis,Lake Huron,45.29,-82.12,Freshwater,experimental,26,NA,NA,static,death,NA,5760,NA,NA,juveniles,26.6,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Salmonidae,Oncorhynchus clarkii,NA,48.23,NA,Freshwater,experimental,20,NA,NA,dynamic,LOE,0.4,NA,NA,NA,NA,29.9,0.72,29,yes,Freshwater,Beitinger et al. 2000,12
Salmonidae,Oncorhynchus clarkii,NA,48.23,NA,Freshwater,experimental,15,NA,NA,dynamic,LOE,0.4,NA,NA,NA,NA,29.1,0.47,90,yes,Freshwater,Beitinger et al. 2000,12
Salmonidae,Oncorhynchus clarkii,NA,48.23,NA,Freshwater,experimental,10,NA,NA,dynamic,LOE,0.4,NA,NA,NA,NA,27.6,0.43,64,yes,Freshwater,Beitinger et al. 2000,12
Salmonidae,Oncorhynchus clarkii,Haypress Lake Mineral County Colorado US,37.68,-106.86,Freshwater,experimental,14,14,1,static,death,NA,10080,NA,0.18,fry,24.7,NA,NA,yes,Freshwater,Zeigler et al. 2013,217
Salmonidae,Oncorhynchus clarkii,Haypress Lake Mineral County Colorado US,37.68,-106.86,Freshwater,experimental,14,14,1,static,death,NA,10080,NA,2.6,juveniles,23.4,NA,NA,yes,Freshwater,Zeigler et al. 2013,217
Salmonidae,Oncorhynchus kisutch,NA,NA,NA,Freshwater,collection,11.5,NA,NA,dynamic,LOE,0.33,NA,NA,NA,NA,28.2,0.54,28,yes,Freshwater,Beitinger et al. 2000,12
Salmonidae,Oncorhynchus kisutch,NA,NA,NA,Freshwater,collection,14.6,NA,NA,dynamic,LOE,0.33,NA,NA,NA,NA,29.2,0.29,43,yes,Freshwater,Beitinger et al. 2000,12
Salmonidae,Oncorhynchus kisutch,NA,NA,NA,Freshwater,collection,16.6,NA,NA,dynamic,LOE,0.33,NA,NA,NA,NA,29.1,0.31,42,yes,Freshwater,Beitinger et al. 2000,12
Salmonidae,Oncorhynchus kisutch,NA,NA,NA,Freshwater,experimental,11.1,NA,NA,dynamic,LOE,0.33,NA,NA,NA,NA,27.6,0.95,47,yes,Freshwater,Beitinger et al. 2000,12
Salmonidae,Oncorhynchus kisutch,NA,NA,NA,Freshwater,experimental,11.1,NA,NA,dynamic,LOE,0.33,NA,NA,NA,NA,27.9,0.62,45,yes,Freshwater,Beitinger et al. 2000,12
Salmonidae,Oncorhynchus kisutch,Washington state US,47.37,-120.26,Freshwater,experimental,5,14,1,dynamic,LOE,0.02,NA,NA,NA,NA,25.01,NA,16,yes,Freshwater,Becker & Genoway 1979,10
Salmonidae,Oncorhynchus kisutch,Washington state US,47.37,-120.26,Freshwater,experimental,15,14,1,dynamic,LOE,0.02,NA,NA,NA,NA,27.65,NA,16,yes,Freshwater,Becker & Genoway 1979,10
Salmonidae,Oncorhynchus kisutch,Washington state US,47.37,-120.26,Freshwater,experimental,5,14,1,dynamic,LOE,0.1,NA,NA,NA,NA,24.84,NA,16,yes,Freshwater,Becker & Genoway 1979,10
Salmonidae,Oncorhynchus kisutch,Washington state US,47.37,-120.26,Freshwater,experimental,15,14,1,dynamic,LOE,0.1,NA,NA,NA,NA,28.13,NA,16,yes,Freshwater,Becker & Genoway 1979,10
Salmonidae,Oncorhynchus kisutch,Washington state US,47.37,-120.26,Freshwater,experimental,5,14,1,dynamic,LOE,0.3,NA,NA,NA,NA,25.32,NA,16,yes,Freshwater,Becker & Genoway 1979,10
Salmonidae,Oncorhynchus kisutch,Washington state US,47.37,-120.26,Freshwater,experimental,15,14,1,dynamic,LOE,0.3,NA,NA,NA,NA,28.7,NA,16,yes,Freshwater,Becker & Genoway 1979,10
Salmonidae,Oncorhynchus kisutch,Washington state US,47.37,-120.26,Freshwater,experimental,5,14,1,dynamic,LOE,0.5,NA,NA,NA,NA,25.87,NA,16,yes,Freshwater,Becker & Genoway 1979,10
Salmonidae,Oncorhynchus kisutch,Washington state US,47.37,-120.26,Freshwater,experimental,15,14,1,dynamic,LOE,0.5,NA,NA,NA,NA,29.16,NA,16,yes,Freshwater,Becker & Genoway 1979,10
Salmonidae,Oncorhynchus kisutch,Washington state US,47.37,-120.26,Freshwater,experimental,5,14,1,dynamic,LOE,1,NA,NA,NA,NA,25.8,NA,16,yes,Freshwater,Becker & Genoway 1979,10
Salmonidae,Oncorhynchus kisutch,Washington state US,47.37,-120.26,Freshwater,experimental,15,14,1,dynamic,LOE,1,NA,NA,NA,NA,29.63,NA,16,yes,Freshwater,Becker & Genoway 1979,10
Salmonidae,Oncorhynchus kisutch,Washington state US,47.37,-120.26,Freshwater,experimental,5,14,1,dynamic,death,0.02,NA,NA,NA,NA,25.65,NA,16,yes,Freshwater,Becker & Genoway 1979,10
Salmonidae,Oncorhynchus kisutch,Washington state US,47.37,-120.26,Freshwater,experimental,15,14,1,dynamic,death,0.02,NA,NA,NA,NA,27.56,NA,16,yes,Freshwater,Becker & Genoway 1979,10
Salmonidae,Oncorhynchus kisutch,Washington state US,47.37,-120.26,Freshwater,experimental,5,14,1,dynamic,death,0.1,NA,NA,NA,NA,26.09,NA,16,yes,Freshwater,Becker & Genoway 1979,10
Salmonidae,Oncorhynchus kisutch,Washington state US,47.37,-120.26,Freshwater,experimental,15,14,1,dynamic,death,0.1,NA,NA,NA,NA,28.75,NA,16,yes,Freshwater,Becker & Genoway 1979,10
Salmonidae,Oncorhynchus kisutch,Washington state US,47.37,-120.26,Freshwater,experimental,5,14,1,dynamic,death,0.3,NA,NA,NA,NA,27.51,NA,16,yes,Freshwater,Becker & Genoway 1979,10
Salmonidae,Oncorhynchus kisutch,Washington state US,47.37,-120.26,Freshwater,experimental,15,14,1,dynamic,death,0.3,NA,NA,NA,NA,29.72,NA,16,yes,Freshwater,Becker & Genoway 1979,10
Salmonidae,Oncorhynchus kisutch,Washington state US,47.37,-120.26,Freshwater,experimental,5,14,1,dynamic,death,0.5,NA,NA,NA,NA,28.18,NA,16,yes,Freshwater,Becker & Genoway 1979,10
Salmonidae,Oncorhynchus kisutch,Washington state US,47.37,-120.26,Freshwater,experimental,15,14,1,dynamic,death,0.5,NA,NA,NA,NA,30.05,NA,16,yes,Freshwater,Becker & Genoway 1979,10
Salmonidae,Oncorhynchus kisutch,Washington state US,47.37,-120.26,Freshwater,experimental,5,14,1,dynamic,death,1,NA,NA,NA,NA,29.16,NA,16,yes,Freshwater,Becker & Genoway 1979,10
Salmonidae,Oncorhynchus kisutch,Washington state US,47.37,-120.26,Freshwater,experimental,15,14,1,dynamic,death,1,NA,NA,NA,NA,31.15,NA,16,yes,Freshwater,Becker & Genoway 1979,10
Salmonidae,Oncorhynchus mykiss,NA,NA,NA,Freshwater,experimental,8,NA,NA,dynamic,LOE,0.1,NA,NA,NA,NA,26.9,0.89,56,yes,Freshwater,Beitinger et al. 2000,12
Salmonidae,Oncorhynchus mykiss,NA,NA,NA,Freshwater,experimental,15,NA,NA,dynamic,LOE,0.3,NA,NA,NA,NA,29.4,0.59,55,yes,Freshwater,Beitinger et al. 2000,12
Salmonidae,Oncorhynchus mykiss,Ava Missouri US,36.96,-92.67,Freshwater,experimental,10,20,NA,dynamic,LOE,0.3,NA,40.00,2,juveniles,28,0.36,10,yes,Freshwater,Beitinger et al. 2000,12
Salmonidae,Oncorhynchus mykiss,Ava Missouri US,36.96,-92.67,Freshwater,experimental,15,20,NA,dynamic,LOE,0.3,NA,40.00,2,juveniles,29.1,0.27,10,yes,Freshwater,Beitinger et al. 2000,12
Salmonidae,Oncorhynchus mykiss,Ava Missouri US,36.96,-92.67,Freshwater,experimental,20,20,NA,dynamic,LOE,0.3,NA,40.00,2,juveniles,29.8,0.36,10,yes,Freshwater,Beitinger et al. 2000,12
Salmonidae,Oncorhynchus mykiss,Williams Creek National Fish Hatchery Arizona US,33.93,-109.93,Freshwater,experimental,10,14,NA,dynamic,LOE,0.02,NA,NA,NA,adults,28.45,0.28,5,yes,Freshwater,Lee & Rinne 1980,113
Salmonidae,Oncorhynchus mykiss,Williams Creek National Fish Hatchery Arizona US,33.93,-109.93,Freshwater,experimental,20,14,NA,dynamic,LOE,0.02,NA,NA,NA,adults,29.35,0.19,5,yes,Freshwater,Lee & Rinne 1980,113
Salmonidae,Oncorhynchus mykiss,Nimbus State Fish Hatchery California US,38.63,-121.22,Freshwater,experimental,11,30,1,dynamic,LOE,0.3,NA,NA,5.1,juveniles,23.57,1.52,8,yes,Freshwater,Myrick & Cech 2005,142
Salmonidae,Oncorhynchus mykiss,Nimbus State Fish Hatchery California US,38.63,-121.22,Freshwater,experimental,15,30,1,dynamic,LOE,0.3,NA,NA,4.7,juveniles,25.89,2.68,9,yes,Freshwater,Myrick & Cech 2005,142
Salmonidae,Oncorhynchus mykiss,Nimbus State Fish Hatchery California US,38.63,-121.22,Freshwater,experimental,19,30,1,dynamic,LOE,0.3,NA,NA,7.6,juveniles,28.93,2.82,10,yes,Freshwater,Myrick & Cech 2005,142
Salmonidae,Oncorhynchus mykiss,Lake superior Minessota US,47.29,-89.98,Freshwater,experimental,16,NA,NA,static,death,NA,5760,NA,NA,juveniles,25.6,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Salmonidae,Oncorhynchus mykiss,Lake superior Minessota US,47.29,-89.98,Freshwater,experimental,16,NA,NA,static,death,NA,1440,NA,NA,juveniles,25.7,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Salmonidae,Oncorhynchus mykiss,Great lakes Ontario Canada,48.16,-86.74,Freshwater,experimental,15,NA,NA,static,death,NA,5760,NA,NA,juveniles,26,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Salmonidae,Oncorhynchus mykiss,Hatchery England,52.37,-1.18,Freshwater,experimental,15,NA,NA,static,death,NA,1440,NA,NA,juveniles,25.3,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Salmonidae,Oncorhynchus mykiss,Hatchery Michigan US,44.44,-85.72,Freshwater,experimental,12,NA,NA,dynamic,death,NA,NA,NA,NA,juveniles,25,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Salmonidae,Oncorhynchus mykiss,Jindabyne Australia,-36.41,148.63,Freshwater,experimental,10,14,NA,dynamic,LOE,0.8,NA,37.20,3.1,juveniles,30.7,0.5,50,yes,Freshwater,Patra et al. 2007,152
Salmonidae,Oncorhynchus mykiss,NA,NA,NA,Freshwater,experimental,5,NA,NA,static,death,NA,NA,NA,NA,NA,23.7,NA,NA,yes,Freshwater,Spina et al. 2007,185
Salmonidae,Oncorhynchus mykiss,NA,NA,NA,Freshwater,experimental,9,NA,NA,static,death,NA,NA,NA,NA,NA,24.2,NA,NA,yes,Freshwater,Spina et al. 2007,185
Salmonidae,Oncorhynchus mykiss,NA,NA,NA,Freshwater,experimental,13,NA,NA,static,death,NA,NA,NA,NA,NA,25.2,NA,NA,yes,Freshwater,Spina et al. 2007,185
Salmonidae,Oncorhynchus mykiss,NA,NA,NA,Freshwater,experimental,17,NA,NA,static,death,NA,NA,NA,NA,NA,25.7,NA,NA,yes,Freshwater,Spina et al. 2007,185
Salmonidae,Oncorhynchus mykiss,NA,NA,NA,Freshwater,experimental,21,NA,NA,static,death,NA,NA,NA,NA,NA,26.2,NA,NA,yes,Freshwater,Spina et al. 2007,185
Salmonidae,Oncorhynchus mykiss,NA,NA,NA,Freshwater,experimental,24.5,NA,NA,static,death,NA,NA,NA,NA,NA,26.2,NA,NA,yes,Freshwater,Spina et al. 2007,185
Salmonidae,Oncorhynchus mykiss,NA,NA,NA,Freshwater,experimental,5,NA,NA,static,death,NA,NA,NA,NA,NA,25,NA,NA,yes,Freshwater,Spina et al. 2007,185
Salmonidae,Oncorhynchus mykiss,NA,NA,NA,Freshwater,experimental,9,NA,NA,static,death,NA,NA,NA,NA,NA,25.2,NA,NA,yes,Freshwater,Spina et al. 2007,185
Salmonidae,Oncorhynchus mykiss,NA,NA,NA,Freshwater,experimental,13,NA,NA,static,death,NA,NA,NA,NA,NA,25.2,NA,NA,yes,Freshwater,Spina et al. 2007,185
Salmonidae,Oncorhynchus mykiss,NA,NA,NA,Freshwater,experimental,17,NA,NA,static,death,NA,NA,NA,NA,NA,25.7,NA,NA,yes,Freshwater,Spina et al. 2007,185
Salmonidae,Oncorhynchus mykiss,NA,NA,NA,Freshwater,experimental,21,NA,NA,static,death,NA,NA,NA,NA,NA,26.2,NA,NA,yes,Freshwater,Spina et al. 2007,185
Salmonidae,Oncorhynchus mykiss,NA,NA,NA,Freshwater,experimental,24.5,NA,NA,static,death,NA,NA,NA,NA,NA,26.2,NA,NA,yes,Freshwater,Spina et al. 2007,185
Salmonidae,Oncorhynchus mykiss,NA,NA,NA,Freshwater,experimental,5,NA,NA,static,death,NA,NA,NA,NA,NA,23.2,NA,NA,yes,Freshwater,Spina et al. 2007,185
Salmonidae,Oncorhynchus mykiss,NA,NA,NA,Freshwater,experimental,9,NA,NA,static,death,NA,NA,NA,NA,NA,24.7,NA,NA,yes,Freshwater,Spina et al. 2007,185
Salmonidae,Oncorhynchus mykiss,NA,NA,NA,Freshwater,experimental,13,NA,NA,static,death,NA,NA,NA,NA,NA,24.7,NA,NA,yes,Freshwater,Spina et al. 2007,185
Salmonidae,Oncorhynchus mykiss,NA,NA,NA,Freshwater,experimental,17,NA,NA,static,death,NA,NA,NA,NA,NA,25.2,NA,NA,yes,Freshwater,Spina et al. 2007,185
Salmonidae,Oncorhynchus mykiss,NA,NA,NA,Freshwater,experimental,21,NA,NA,static,death,NA,NA,NA,NA,NA,25.7,NA,NA,yes,Freshwater,Spina et al. 2007,185
Salmonidae,Oncorhynchus mykiss,NA,NA,NA,Freshwater,experimental,24.5,NA,NA,static,death,NA,NA,NA,NA,NA,26.2,NA,NA,yes,Freshwater,Spina et al. 2007,185
Salmonidae,Oncorhynchus mykiss,NA,NA,NA,Freshwater,experimental,4,NA,NA,static,death,NA,NA,NA,NA,NA,22.8,NA,NA,yes,Freshwater,Spina et al. 2007,185
Salmonidae,Oncorhynchus mykiss,NA,NA,NA,Freshwater,experimental,8,NA,NA,static,death,NA,NA,NA,NA,NA,24.1,NA,NA,yes,Freshwater,Spina et al. 2007,185
Salmonidae,Oncorhynchus mykiss,NA,NA,NA,Freshwater,experimental,12,NA,NA,static,death,NA,NA,NA,NA,NA,24.6,NA,NA,yes,Freshwater,Spina et al. 2007,185
Salmonidae,Oncorhynchus mykiss,NA,NA,NA,Freshwater,experimental,16,NA,NA,static,death,NA,NA,NA,NA,NA,25.4,NA,NA,yes,Freshwater,Spina et al. 2007,185
Salmonidae,Oncorhynchus mykiss,NA,NA,NA,Freshwater,experimental,20,NA,NA,static,death,NA,NA,NA,NA,NA,25.9,NA,NA,yes,Freshwater,Spina et al. 2007,185
Salmonidae,Oncorhynchus mykiss,NA,NA,NA,Freshwater,experimental,4,NA,NA,static,death,NA,NA,NA,NA,NA,22.7,NA,NA,yes,Freshwater,Spina et al. 2007,185
Salmonidae,Oncorhynchus mykiss,NA,NA,NA,Freshwater,experimental,8,NA,NA,static,death,NA,NA,NA,NA,NA,24.1,NA,NA,yes,Freshwater,Spina et al. 2007,185
Salmonidae,Oncorhynchus mykiss,NA,NA,NA,Freshwater,experimental,12,NA,NA,static,death,NA,NA,NA,NA,NA,24.5,NA,NA,yes,Freshwater,Spina et al. 2007,185
Salmonidae,Oncorhynchus mykiss,NA,NA,NA,Freshwater,experimental,16,NA,NA,static,death,NA,NA,NA,NA,NA,25.3,NA,NA,yes,Freshwater,Spina et al. 2007,185
Salmonidae,Oncorhynchus mykiss,NA,NA,NA,Freshwater,experimental,20,NA,NA,static,death,NA,NA,NA,NA,NA,25.7,NA,NA,yes,Freshwater,Spina et al. 2007,185
Salmonidae,Oncorhynchus mykiss,NA,NA,NA,Freshwater,experimental,4,NA,NA,static,death,NA,4320,NA,NA,NA,22.6,NA,NA,yes,Freshwater,Spina et al. 2007,185
Salmonidae,Oncorhynchus mykiss,NA,NA,NA,Freshwater,experimental,8,NA,NA,static,death,NA,4320,NA,NA,NA,24,NA,NA,yes,Freshwater,Spina et al. 2007,185
Salmonidae,Oncorhynchus mykiss,NA,NA,NA,Freshwater,experimental,12,NA,NA,static,death,NA,4320,NA,NA,NA,24.5,NA,NA,yes,Freshwater,Spina et al. 2007,185
Salmonidae,Oncorhynchus mykiss,NA,NA,NA,Freshwater,experimental,16,NA,NA,static,death,NA,4320,NA,NA,NA,25.1,NA,NA,yes,Freshwater,Spina et al. 2007,185
Salmonidae,Oncorhynchus mykiss,NA,NA,NA,Freshwater,experimental,20,NA,NA,static,death,NA,4320,NA,NA,NA,25.5,NA,NA,yes,Freshwater,Spina et al. 2007,185
Salmonidae,Oncorhynchus mykiss,NA,NA,NA,Freshwater,experimental,5,NA,NA,static,death,NA,NA,NA,NA,fingerlings,23.7,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Salmonidae,Oncorhynchus mykiss,NA,NA,NA,Freshwater,experimental,9,NA,NA,static,death,NA,NA,NA,NA,fingerlings,24.2,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Salmonidae,Oncorhynchus mykiss,NA,NA,NA,Freshwater,experimental,13,NA,NA,static,death,NA,NA,NA,NA,fingerlings,25.2,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Salmonidae,Oncorhynchus mykiss,NA,NA,NA,Freshwater,experimental,17,NA,NA,static,death,NA,NA,NA,NA,fingerlings,25.7,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Salmonidae,Oncorhynchus mykiss,NA,NA,NA,Freshwater,experimental,21,NA,NA,static,death,NA,NA,NA,NA,fingerlings,26.2,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Salmonidae,Oncorhynchus mykiss,NA,NA,NA,Freshwater,experimental,24.5,NA,NA,static,death,NA,NA,NA,NA,fingerlings,26.2,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Salmonidae,Oncorhynchus mykiss,NA,NA,NA,Freshwater,experimental,16,NA,NA,static,death,NA,NA,NA,NA,fingerlings,25.6,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Salmonidae,Oncorhynchus mykiss,New River drainage US,36.94,-81.05,Freshwater,experimental,12,7,NA,static,death,NA,10080,50-100,NA,sub-adults,18,NA,10,yes,Freshwater,Cherry et al. 1977,39
Salmonidae,Oncorhynchus mykiss,New River drainage US,36.94,-81.05,Freshwater,experimental,15,7,NA,static,death,NA,10080,50-100,NA,sub-adults,21,NA,10,yes,Freshwater,Cherry et al. 1977,39
Salmonidae,Oncorhynchus mykiss,New River drainage US,36.94,-81.05,Freshwater,experimental,18,7,NA,static,death,NA,10080,50-100,NA,sub-adults,21,NA,10,yes,Freshwater,Cherry et al. 1977,39
Salmonidae,Oncorhynchus mykiss,New River drainage US,36.94,-81.05,Freshwater,experimental,21,7,NA,static,death,NA,10080,50-100,NA,sub-adults,27,NA,10,yes,Freshwater,Cherry et al. 1977,39
Salmonidae,Oncorhynchus mykiss,New River drainage US,36.94,-81.05,Freshwater,experimental,24,7,NA,static,death,NA,10080,50-100,NA,sub-adults,26,NA,10,yes,Freshwater,Cherry et al. 1977,39
Salmonidae,Salmo trutta,New River drainage US,36.94,-81.05,Freshwater,experimental,20,7,NA,static,death,NA,10080,50-100,NA,sub-adults,23,NA,10,yes,Freshwater,Cherry et al. 1977,39
Salmonidae,Salmo trutta,NA,NA,NA,Freshwater,experimental,15,NA,NA,dynamic,LOE,0.033,NA,NA,NA,NA,29.9,1.1,10,yes,Freshwater,Beitinger et al. 2000,12
Salmonidae,Salmo trutta,NA,NA,NA,Freshwater,experimental,20,NA,NA,dynamic,LOE,0.033,NA,NA,NA,NA,30,1.76,10,yes,Freshwater,Beitinger et al. 2000,12
Salmonidae,Salmo trutta,Fort Apache Indian Reservation Arizona US,33.99,-110.15,Freshwater,experimental,10,14,NA,dynamic,LOE,0.02,NA,NA,NA,adults,28.96,0.41,5,yes,Freshwater,Lee & Rinne 1980,113
Salmonidae,Salmo trutta,Fort Apache Indian Reservation Arizona US,33.99,-110.15,Freshwater,experimental,20,14,NA,dynamic,LOE,0.02,NA,NA,NA,adults,29.85,0.58,5,yes,Freshwater,Lee & Rinne 1980,113
Salmonidae,Salmo trutta,Dove marine laboratory Cullercoats North Shields England,55.04,-1.43,Freshwater,experimental,5,NA,NA,static,death,NA,1440,NA,NA,larvae,24.6,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Salmonidae,Salmo trutta,Dove marine laboratory Cullercoats North Shields England,55.04,-1.43,Freshwater,experimental,5,NA,NA,static,death,NA,2880,NA,NA,larvae,24.2,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Salmonidae,Salmo trutta,Dove marine laboratory Cullercoats North Shields England,55.04,-1.43,Freshwater,experimental,5,NA,NA,static,death,NA,5760,NA,NA,larvae,23.1,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Salmonidae,Salmo trutta,Dove marine laboratory Cullercoats North Shields England,55.04,-1.43,Freshwater,experimental,10,NA,NA,static,death,NA,720,NA,NA,larvae,26,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Salmonidae,Salmo trutta,Dove marine laboratory Cullercoats North Shields England,55.04,-1.43,Freshwater,experimental,10,NA,NA,static,death,NA,1440,NA,NA,larvae,25,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Salmonidae,Salmo trutta,Dove marine laboratory Cullercoats North Shields England,55.04,-1.43,Freshwater,experimental,10,NA,NA,static,death,NA,2880,NA,NA,larvae,24.5,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Salmonidae,Salmo trutta,Dove marine laboratory Cullercoats North Shields England,55.04,-1.43,Freshwater,experimental,10,NA,NA,static,death,NA,5760,NA,NA,larvae,23,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Salmonidae,Salmo trutta,Dove marine laboratory Cullercoats North Shields England,55.04,-1.43,Freshwater,experimental,20,NA,NA,static,death,NA,1440,NA,NA,larvae,26,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Salmonidae,Salmo trutta,Dove marine laboratory Cullercoats North Shields England,55.04,-1.43,Freshwater,experimental,20,NA,NA,static,death,NA,2880,NA,NA,larvae,24.8,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Salmonidae,Salmo trutta,Dove marine laboratory Cullercoats North Shields England,55.04,-1.43,Freshwater,experimental,20,NA,NA,static,death,NA,5760,NA,NA,larvae,23.8,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Salmonidae,Salmo trutta,Dove marine laboratory Cullercoats North Shields England,55.04,-1.43,Freshwater,experimental,20,NA,NA,static,death,NA,5760,NA,NA,larvae,23,NA,NA,yes,Freshwater,Yoder et al. 2012,213
