internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
191206,Alosa sapidissima,ANIMALIA,CHORDATA,CLUPEIFORMES,ACTINOPTERYGII,CLUPEIDAE,Alosa,sapidissima,,,,,"(Wilson, 1811)",Forms a geographically disjunct species pair with <em>Alosa alabamae</em>. Meristic differences have been found among different spawning populations along the Atlantic coast (see Lee <em>et al</em>. 1980). Nolan <em>et al</em>. (1991) discriminated among Atlantic coast populations using mtDNA.
164482,Ottelia alismoides,PLANTAE,TRACHEOPHYTA,ALISMATALES,LILIOPSIDA,HYDROCHARITACEAE,Ottelia,alismoides,,,,,(L.) Pers.,
164042,Juncus bufonius,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,JUNCACEAE,Juncus,bufonius,,,,,L.,"<p><span lang=""EN-GB"">Throughout much of its range, <em>Juncus bufonius</em> represents a complex of taxa. TROPICOS lists 80 sub-specific combinations for this name, but Flora Europaea volume 5 lists the following as falling within the <em>J.&#160;bufonius</em> group: <em>J. bufonius</em> L., <em>J. foliosus</em> Desf., <em>J. hybridus</em> Brot., <em>J. minutulus</em> (Albert &amp; Jahand.) Prain, <em>J.&#160;ranarius</em> Nees and <em>J. sorrentini</em> Parl. Some of these are recognized in some countries or by some authors but use is not consistent, thus, for example in the UK <em>J. minutulus</em> is considered a synonym of <em>J. bufonius</em>, while <em>J.&#160;ranarius</em> is treated as s synonym of <em>J. ambiguus </em>Guss., equally TROPICOS treats <em>J.&#160;hybridus</em> as a nomenclatural synonym of <em>J.&#160;bufonius</em> L. but IPNI does not. Work is needed to achieve a degree of consistency in recording of taxa within the <em>J.&#160;bufonius</em> group. Kirschner (2002) treats <span style=""font-style: italic;"">Juncus hybridus</span> (= <span style=""font-style: italic;"">ambiguus</span>), and <span style=""font-style: italic;"">J. ranarius</span> as distinct species and does not include them in <span style=""font-style: italic;"">J. bufonius</span>.<br/></p>"
45100023,Phasianus colchicus,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Phasianus,colchicus,,,,,"(Linnaeus, 1758)","<em>Phasianus colchicus</em> and <em>P. versicolor </em>(del Hoyo and Collar 2014) were previously lumped as <em>P. colchicus </em>following Sibley and Monroe (1990, 1993)."
22679946,Branta bernicla,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Branta,bernicla,,,,,"(Linnaeus, 1758)",
22679881,Anser albifrons,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Anser,albifrons,,,,,"(Scopoli, 1769)",
22680149,Mareca strepera,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Mareca,strepera,,,,,"(Linnaeus, 1758)",<em>Mareca strepera</em>&#160;(del Hoyo and Collar 2014)&#160;was previously placed in the genus <em>Anas</em>.
22693178,Numenius phaeopus,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Numenius,phaeopus,,,,,"(Linnaeus, 1758)",
22693468,Calidris pugnax,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Calidris,pugnax,,,,,"(Linnaeus, 1758)",<em>Calidris pugnax</em> (del Hoyo and Collar 2014) was previously placed in the genus <em>Philomachus</em>.
22693369,Calidris alba,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Calidris,alba,,,,,"(Pallas, 1764)",
22693207,Tringa erythropus,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Tringa,erythropus,,,,,"(Pallas, 1764)",
22727137,Picoides tridactylus,ANIMALIA,CHORDATA,PICIFORMES,AVES,PICIDAE,Picoides,tridactylus,,,,,"(Linnaeus, 1758)","<p><em>Picoides tridactylus </em>and<em> P. funebris </em>(del Hoyo and Collar 2014) were previously lumped as <em>P. tridactylus </em>following AOU (2003). <em>P. tridactylus</em> (del Hoyo and Collar 2014) was previously split into <em>P. tridactylus</em> and <em>P. dorsalis</em> following AOU (2003), and prior to that all three taxa were lumped as<em> P. tridactylus </em>following Sibley and Monroe (1990, 1993).</p>"
22708146,Bombycilla garrulus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,BOMBYCILLIDAE,Bombycilla,garrulus,,,,,"(Linnaeus, 1758)",
22720041,Fringilla montifringilla,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Fringilla,montifringilla,,,,,"Linnaeus, 1758",
22721043,Plectrophenax nivalis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CALCARIIDAE,Plectrophenax,nivalis,,,,,"(Linnaeus, 1758)",
22679862,Cygnus columbianus,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Cygnus,columbianus,,,,,"(Ord, 1815)",
90066866,Contia tenuis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Contia,tenuis,,,,,"(Baird &amp; Girard, 1852)","Feldman and Hoyer (2010) formally split&#160;<em>Contia tenuis</em>&#160;into two species:&#160;<em>Contia tenuis</em>, which ranges from southern Vancouver Island (British Columbia) and central Washington to the northern portion of southern California, and&#160;<em>C. longicaudae</em>, with a smaller range extending from west-central Oregon to the Monterey Bay region of central California."
22679859,Cygnus buccinator,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Cygnus,buccinator,,,,,"Richardson, 1832",
22680104,Aix sponsa,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Aix,sponsa,,,,,"(Linnaeus, 1758)",
22680163,Mareca americana,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Mareca,americana,,,,,"(Gmelin, 1789)",<em>Mareca americana</em>&#160;(del Hoyo and Collar 2014)&#160;was previously placed in the genus <em>Anas</em>.
22680229,Spatula discors,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Spatula,discors,,,,,"(Linnaeus, 1766)",<em>Spatula discors</em>&#160;(del Hoyo and Collar 2014)&#160;was previously placed in the genus <em>Anas</em>.
22680233,Spatula cyanoptera,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Spatula,cyanoptera,,,,,"(Vieillot, 1816)",<em>Spatula cyanoptera</em>&#160;(del Hoyo and Collar 2014)&#160;was previously placed in the genus <em>Anas</em>.
22680364,Aythya valisineria,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Aythya,valisineria,,,,,"(Wilson, 1814)",
22680367,Aythya americana,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Aythya,americana,,,,,"(Eyton, 1838)",
22680370,Aythya collaris,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Aythya,collaris,,,,,"(Donovan, 1809)",
22680402,Aythya affinis,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Aythya,affinis,,,,,"(Eyton, 1838)",
22680462,Bucephala albeola,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Bucephala,albeola,,,,,"(Linnaeus, 1758)",
22680472,Lophodytes cucullatus,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Lophodytes,cucullatus,,,,,"(Linnaeus, 1758)",
22680801,Melanerpes lewis,ANIMALIA,CHORDATA,PICIFORMES,AVES,PICIDAE,Melanerpes,lewis,,,,,"(Gray, 1849)",
22681155,Dryobates pubescens,ANIMALIA,CHORDATA,PICIFORMES,AVES,PICIDAE,Dryobates,pubescens,,,,,"(Linnaeus, 1766)",<em>Dryobates   pubescens </em>(del Hoyo and Collar 2014) was previously placed in the genus   <em>Picoides</em>.
22681166,Leuconotopicus villosus,ANIMALIA,CHORDATA,PICIFORMES,AVES,PICIDAE,Leuconotopicus,villosus,,,,,"(Linnaeus, 1766)",<em>Leuconotopicus   villosus </em>(del Hoyo and Collar 2014) was previously placed in the genus   <em>Picoides</em>.
22681363,Hylatomus pileatus,ANIMALIA,CHORDATA,PICIFORMES,AVES,PICIDAE,Hylatomus,pileatus,,,,,"(Linnaeus, 1758)",<em>Hylatomus   pileatus</em> (del Hoyo and Collar 2014) was previously placed in the genus   <em>Dryocopus</em>.
22683623,Megaceryle alcyon,ANIMALIA,CHORDATA,CORACIIFORMES,AVES,ALCEDINIDAE,Megaceryle,alcyon,,,,,"(Linnaeus, 1758)",
22688199,Calypte anna,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,TROCHILIDAE,Calypte,anna,,,,,"(Lesson, 1829)",
22688747,Megascops kennicottii,ANIMALIA,CHORDATA,STRIGIFORMES,AVES,STRIGIDAE,Megascops,kennicottii,,,,,"(Elliot, 1867)",
22689094,Strix varia,ANIMALIA,CHORDATA,STRIGIFORMES,AVES,STRIGIDAE,Strix,varia,,,,,"Barton, 1799",
22689362,Aegolius funereus,ANIMALIA,CHORDATA,STRIGIFORMES,AVES,STRIGIDAE,Aegolius,funereus,,,,,"(Linnaeus, 1758)",
22689366,Aegolius acadicus,ANIMALIA,CHORDATA,STRIGIFORMES,AVES,STRIGIDAE,Aegolius,acadicus,,,,,"(Gmelin, 1788)",
22689531,Asio flammeus,ANIMALIA,CHORDATA,STRIGIFORMES,AVES,STRIGIDAE,Asio,flammeus,,,,,"(Pontoppidan, 1763)",
22689714,Chordeiles minor,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,CAPRIMULGIDAE,Chordeiles,minor,,,,,"(Forster, 1771)",
22692078,Antigone canadensis,ANIMALIA,CHORDATA,GRUIFORMES,AVES,GRUIDAE,Antigone,canadensis,,,,,"(Linnaeus, 1758)",<em>Antigone canadensis</em> (del Hoyo and Collar 2014) was previously placed in the genus <em>Grus</em>.
22692684,Porzana carolina,ANIMALIA,CHORDATA,GRUIFORMES,AVES,RALLIDAE,Porzana,carolina,,,,,"(Linnaeus, 1758)",
22693195,Numenius americanus,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Numenius,americanus,,,,,"Bechstein, 1812",
22693231,Tringa melanoleuca,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Tringa,melanoleuca,,,,,"(Gmelin, 1789)",
22693235,Tringa flavipes,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Tringa,flavipes,,,,,"(Gmelin, 1789)",
22693277,Actitis macularius,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Actitis,macularius,,,,,"Linnaeus, 1766",
22693305,Tringa incana,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Tringa,incana,,,,,"(Gmelin, 1789)",<em>Tringa incana</em> (del Hoyo and Collar 2014) was previously placed in the genus <em>Heteroscelus </em>as <em>H. incanus</em>.
22693341,Arenaria melanocephala,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Arenaria,melanocephala,,,,,"(Vigors, 1829)",
22693344,Limnodromus griseus,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Limnodromus,griseus,,,,,"(Gmelin, 1789)",
22693348,Limnodromus scolopaceus,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Limnodromus,scolopaceus,,,,,"(Say, 1823)",
22693356,Calidris virgata,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Calidris,virgata,,,,,"Gmelin, 1789",
22693373,Calidris pusilla,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Calidris,pusilla,,,,,"(Linnaeus, 1766)",
22693376,Calidris mauri,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Calidris,mauri,,,,,"(Cabanis, 1857)",
22693396,Calidris minutilla,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Calidris,minutilla,,,,,"(Vieillot, 1819)",
22693740,Pluvialis dominica,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,CHARADRIIDAE,Pluvialis,dominica,,,,,"(Müller, 1776)",
22693777,Charadrius vociferus,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,CHARADRIIDAE,Charadrius,vociferus,,,,,"Linnaeus, 1758",
22695144,Haliaeetus leucocephalus,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Haliaeetus,leucocephalus,,,,,"(Linnaeus, 1766)",
22695656,Accipiter cooperii,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Accipiter,cooperii,,,,,"(Bonaparte, 1828)",
22695683,Accipiter gentilis,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Accipiter,gentilis,,,,,"(Linnaeus, 1758)",
22695903,Buteo swainsoni,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Buteo,swainsoni,,,,,"Bonaparte, 1838",
22695933,Buteo jamaicensis,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Buteo,jamaicensis,,,,,"(Gmelin, 1788)",
22695973,Buteo lagopus,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Buteo,lagopus,,,,,"(Pontoppidan, 1763)",
22696060,Aquila chrysaetos,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Aquila,chrysaetos,,,,,"(Linnaeus, 1758)",
22696395,Falco sparverius,ANIMALIA,CHORDATA,FALCONIFORMES,AVES,FALCONIDAE,Falco,sparverius,,,,,"Linnaeus, 1758",
22696453,Falco columbarius,ANIMALIA,CHORDATA,FALCONIFORMES,AVES,FALCONIDAE,Falco,columbarius,,,,,"Linnaeus, 1758",
22696504,Falco mexicanus,ANIMALIA,CHORDATA,FALCONIFORMES,AVES,FALCONIDAE,Falco,mexicanus,,,,,"Schlegel, 1850",
22696574,Podilymbus podiceps,ANIMALIA,CHORDATA,PODICIPEDIFORMES,AVES,PODICIPEDIDAE,Podilymbus,podiceps,,,,,"(Linnaeus, 1758)",
22696974,Egretta thula,ANIMALIA,CHORDATA,PELECANIFORMES,AVES,ARDEIDAE,Egretta,thula,,,,,"(Molina, 1782)",
22696998,Ardea herodias,ANIMALIA,CHORDATA,PELECANIFORMES,AVES,ARDEIDAE,Ardea,herodias,,,,,"Linnaeus, 1758",
22697340,Botaurus lentiginosus,ANIMALIA,CHORDATA,PELECANIFORMES,AVES,ARDEIDAE,Botaurus,lentiginosus,,,,,"(Rackett, 1813)",
22699811,Contopus sordidulus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Contopus,sordidulus,,,,,"Sclater, 1859",
22699848,Empidonax traillii,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Empidonax,traillii,,,,,"(Audubon, 1828)",
22699854,Empidonax minimus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Empidonax,minimus,,,,,"(Baird & Baird, 1843)",
22699857,Empidonax hammondii,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Empidonax,hammondii,,,,,"(Xántus de Vesey, 1858)",
22699864,Empidonax oberholseri,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Empidonax,oberholseri,,,,,"Phillips, 1939",
22700506,Tyrannus tyrannus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Tyrannus,tyrannus,,,,,"(Linnaeus, 1758)",
22705228,Vireo cassinii,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,VIREONIDAE,Vireo,cassinii,,,,,"Xántus de Vesey, 1858",
22705986,Corvus caurinus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Corvus,caurinus,,,,,"Baird, 1858",
22708153,Bombycilla cedrorum,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,BOMBYCILLIDAE,Bombycilla,cedrorum,,,,,"Vieillot, 1808",
22708163,Cinclus mexicanus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CINCLIDAE,Cinclus,mexicanus,,,,,"Swainson, 1827",
22708385,Ixoreus naevius,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TURDIDAE,Ixoreus,naevius,,,,,"(Gmelin, 1789)",
22708667,Catharus guttatus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TURDIDAE,Catharus,guttatus,,,,,"(Pallas, 1811)",
103889499,Turdus migratorius,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TURDIDAE,Turdus,migratorius,,,,,"Linnaeus, 1766","<p><em>Turdus migratorius and T. confinis </em>(del Hoyo and Collar 2016) were previously lumped as <em>T. migratorius</em> following AERC TAC (2003), AOU (1998 &amp; supplements), Cramp et al. (1977-1994), Sibley &amp; Monroe (1990, 1993) and Stotz et al. (1996).</p>"
22710946,Acridotheres cristatellus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,STURNIDAE,Acridotheres,cristatellus,,,,,"(Linnaeus, 1766)",
22711013,Dumetella carolinensis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MIMIDAE,Dumetella,carolinensis,,,,,"(Linnaeus, 1766)",
22711202,Sitta carolinensis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,SITTIDAE,Sitta,carolinensis,,,,,"Latham, 1790",
22711244,Certhia americana,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CERTHIIDAE,Certhia,americana,,,,,"Bonaparte, 1838",
22711374,Cistothorus palustris,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TROGLODYTIDAE,Cistothorus,palustris,,,,,"(Wilson, 1807)",
22711767,Poecile rufescens,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARIDAE,Poecile,rufescens,,,,,"(Townsend, 1837)",<em>Poecile rufescens</em> (del Hoyo and   Collar 2016) was previously listed as <em>Parus   rufescens</em>.
22712057,Tachycineta bicolor,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,HIRUNDINIDAE,Tachycineta,bicolor,,,,,"(Vieillot, 1808)",
22712427,Petrochelidon pyrrhonota,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,HIRUNDINIDAE,Petrochelidon,pyrrhonota,,,,,"Vieillot, 1817",
22712567,Regulus calendula,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,REGULIDAE,Regulus,calendula,,,,,"(Linnaeus, 1766)",
22720359,Spinus pinus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Spinus,pinus,,,,,"(Wilson, 1810)","<p><em>Spinus pinus</em> (del Hoyo and Collar 2016) was previously placed in the genus <em>Carduelis</em> following AOU (1998 &amp; supplements); Cramp et al. (1977-1994); Sibley &amp; Monroe (1990, 1993); Stotz et al. (1996).</p>"
22720407,Spinus tristis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Spinus,tristis,,,,,"(Linnaeus, 1758)","<p><em>Spinus tristis</em> (del Hoyo and Collar 2016) was previously placed in the genus <em>Carduelis</em> following AOU (1998 &amp; supplements); Sibley &amp; Monroe (1990, 1993); Stotz et al. (1996).</p>"
22720553,Haemorhous purpureus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Haemorhous,purpureus,,,,,"(Gmelin, 1789)","<p><em>Haemorhous purpureus</em> (del Hoyo and Collar 2016) was previously placed in the genus <em>Carpodacus</em> following AOU (1998 &amp; supplements); Sibley &amp; Monroe (1990, 1993); Stotz et al. (1996).</p>"
22721058,Melospiza melodia,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PASSERELLIDAE,Melospiza,melodia,,,,,"(Wilson, 1810)",
22721064,Melospiza lincolnii,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PASSERELLIDAE,Melospiza,lincolnii,,,,,"(Audubon, 1834)",
22721088,Zonotrichia leucophrys,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PASSERELLIDAE,Zonotrichia,leucophrys,,,,,"(Forster, 1772)",
22721091,Zonotrichia atricapilla,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PASSERELLIDAE,Zonotrichia,atricapilla,,,,,"(Gmelin, 1789)",
103780243,Passerculus sandwichensis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PASSERELLIDAE,Passerculus,sandwichensis,,,,,"(Gmelin, 1789)","<p><em>Passerculus sandwichensis</em>, <em>P. guttatus</em>, <em>P. sanctorum </em>and<em> P. rostratus</em> (del Hoyo and Collar 2016) were previously lumped as <em>P. sandwichensis </em>following AERC TAC (2003); AOU (1998 &amp; supplements).</p>  <p>&#160;</p>"
22721188,Pooecetes gramineus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PASSERELLIDAE,Pooecetes,gramineus,,,,,"(Gmelin, 1789)",
22721624,Leiothlypis celata,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARULIDAE,Leiothlypis,celata,,,,,"(Say, 1823)","<p><em>Leiothlypis celata </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Vermivora </em>following AOU (1998 &amp; supplements); Sibley &amp; Monroe (1990, 1993); Stotz et al. (1996).</p>  <p>&#160;</p>"
22721679,Setophaga nigrescens,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARULIDAE,Setophaga,nigrescens,,,,,"(Townsend, 1837)","<p><em>Setophaga nigrescens </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Dendroica </em>following AOU (1998 &amp; supplements); Sibley &amp; Monroe (1990, 1993); Stotz et al. (1996).</p>"
22721683,Setophaga townsendi,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARULIDAE,Setophaga,townsendi,,,,,"(Townsend, 1837)","<p><em>Setophaga townsendi </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Dendroica </em>following AOU (1998 &amp; supplements); Sibley &amp; Monroe (1990, 1993); Stotz et al. (1996).</p>  <p>&#160;</p>"
22721836,Geothlypis trichas,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARULIDAE,Geothlypis,trichas,,,,,"(Linnaeus, 1766)",
22721879,Cardellina pusilla,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARULIDAE,Cardellina,pusilla,,,,,"(Wilson, 1811)","<p><em>Cardellina pusilla </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Wilsonia </em>following AERC TAC (2003); AOU (1998 &amp; supplements); Cramp et al. (1977-1994); SACC (2005 &amp; updates); Sibley &amp; Monroe (1990, 1993); Stotz et al. (1996).</p>  <p>&#160;</p>"
22722471,Piranga ludoviciana,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CARDINALIDAE,Piranga,ludoviciana,,,,,"(Wilson, 1811)",
22723816,Pheucticus melanocephalus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CARDINALIDAE,Pheucticus,melanocephalus,,,,,"Swainson, 1827",
22724332,Euphagus cyanocephalus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ICTERIDAE,Euphagus,cyanocephalus,,,,,"(Wagler, 1829)",
22725264,Patagioenas fasciata,ANIMALIA,CHORDATA,COLUMBIFORMES,AVES,COLUMBIDAE,Patagioenas,fasciata,,,,,"Say, 1823","<em>Patagioenas fasciata</em>&#160;and&#160;<em>P. albilinea</em>&#160;(del Hoyo and Collar 2014) were previously lumped as&#160;<em>P. fasciata</em>&#160;following Sibley and Monroe (1990, 1993)."
22726414,Colaptes cafer,ANIMALIA,CHORDATA,PICIFORMES,AVES,PICIDAE,Colaptes,cafer,,,,,"(Gmelin, 1788)","<p><em>Colaptes auratus</em>, <em>C. cafer </em>and<em> C. mexicanoides </em>(del Hoyo and Collar 2014) were previously lumped as <em>C. auratus </em>following Sibley and Monroe (1990, 1993).</p>"
22727740,Circus hudsonius,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Circus,hudsonius,,,,,"(Linnaeus, 1766)","<p><em>Circus cyaneus</em> and <em>C. hudsonius</em> (del Hoyo and Collar 2014) were previously lumped as <em>C. cyaneus </em>following Sibley and Monroe (1990, 1993).</p>"
22728182,Butorides striata,ANIMALIA,CHORDATA,PELECANIFORMES,AVES,ARDEIDAE,Butorides,striata,,,,,"(Linnaeus, 1758)","<em>Butorides striata</em>&#160;(del Hoyo and Collar 2014) was previously split as<em>&#160;B. striata&#160;</em>and&#160;<em>B. virescens&#160;</em>following AOU (2003), and before then&#160;<em>B. striata&#160;</em>was split as&#160;<em>B. striatus</em>&#160;and&#160;<em>B. sundevalli&#160;</em>following Sibley and Monroe (1990, 1993). Gender agreement of&#160;<em>B. striata</em>&#160;follows David and Gosselin (2002b)."
103772680,Pipilo maculatus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PASSERELLIDAE,Pipilo,maculatus,,,,,"Swainson, 1827",<p><em>Pipilo maculatus </em>and<em> P. socorroensis</em> (del Hoyo and Collar 2016) were previously lumped as P<em>. maculatus </em>following AOU (1998 &amp; supplements); Stotz et al. (1996).</p>
22729123,Icterus bullockiorum,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ICTERIDAE,Icterus,bullockiorum,,,,,"(Swainson, 1827)",
22733619,Branta hutchinsii,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Branta,hutchinsii,,,,,"(Richardson, 1832)","<p><em>Branta canadensis</em> (del Hoyo and Collar 2014) was previously split as <em>B. canadensis</em> and <em>B. hutchinsii</em> following AOU (2004), and before then lumped as B. <em>canadensis </em>following Sibley and Monroe (1990, 1993).</p>  <p></p>"
22733935,Chaetura vauxi,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,APODIDAE,Chaetura,vauxi,,,,,"(Townsend, 1839)",
22734695,Dendragapus fuliginosus,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Dendragapus,fuliginosus,,,,,"(Ridgway, 1873)",
22721097,Junco hyemalis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PASSERELLIDAE,Junco,hyemalis,,,,,"(Linnaeus, 1758)",<p><em>Junco hyemalis </em>and<em> J. insularis</em> (del Hoyo and Collar 2016) were previously lumped as <em>J. hyemalis </em>following AERC TAC (2003); AOU (1998 &amp; supplements); Cramp et al. (1977-1994).</p>  <p>&#160;</p>
22712152,Stelgidopteryx serripennis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,HIRUNDINIDAE,Stelgidopteryx,serripennis,,,,,"(Audubon, 1838)",<p><em>Stelgidopteryx serripennis </em>and<em> S. ridgwayi</em> (del Hoyo and Collar 2016) were previously lumped as<em> S. serripennis</em> following AOU (1998 &amp; supplements) and Stotz et al. (1996).</p>  <p>&#160;</p>
61204155,Falcipennis franklinii,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Falcipennis,franklinii,,,,,"(Douglas, 1829)","<em>Falcipennis canadensis</em> and <em>F. franklinii</em> (del Hoyo and Collar 2014) were previously placed in the genus <em>Dendragapus </em>and lumped as <em>D. canadensis</em> following Sibley and Monroe (1990, 1993)."
61791401,Glaucidium californicum,ANIMALIA,CHORDATA,STRIGIFORMES,AVES,STRIGIDAE,Glaucidium,californicum,,,,,"Sclater, 1857","<em>Glaucidium gnoma</em>, <em>G. californicum</em>, <em>G. cobanense </em>and <em>G. hoskinsii</em> (del Hoyo and Collar 2014) were previously lumped as <em>G. gnoma</em> following AOU (1998). Prior to that <em>G. gnoma</em> and <em>G. californicum</em> had been split following Sibley and Monroe (1990, 1993)."
